Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
1;infrastructure;HP-nomodel.2C9966;02:24:D4:A2:73:A1;;6;No;OPN,None;No;54.0;0;176;0;0;0;0;0;;;Sat Mar 31 17:37:07 2012;Sat Mar 31 17:37:26 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2;infrastructure;hpsetup;2E:23:7D:B4:36:C0;;6;No;OPN,None;No;11.0;0;1818;0;0;0;0;0;;;Sat Mar 31 17:37:06 2012;Sat Mar 31 17:37:26 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
3;infrastructure;WODNET;00:18:F8:CB:1C:6A;;6;No;WPA,TKIP;No;54.0;0;187;0;0;0;0;0;;;Sat Mar 31 17:37:07 2012;Sat Mar 31 17:37:26 2012;-67;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
4;infrastructure;linksys;C0:C1:C0:06:7F:5B;;6;No;OPN,None;No;54.0;0;194;0;0;0;0;0;;;Sat Mar 31 17:37:06 2012;Sat Mar 31 17:37:26 2012;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
5;infrastructure;GTwpa;00:15:C7:AB:04:24;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;184;0;19;0;0;19;;;Sat Mar 31 17:37:07 2012;Sat Mar 31 17:37:26 2012;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
6;infrastructure;GTvisitor;00:15:C7:AB:04:27;;6;No;OPN,None;No;54.0;0;185;0;0;0;0;0;;;Sat Mar 31 17:37:07 2012;Sat Mar 31 17:37:26 2012;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
7;infrastructure;GTwireless;00:15:C7:AB:04:21;;6;No;WEP;No;54.0;0;187;0;0;0;0;0;;;Sat Mar 31 17:37:06 2012;Sat Mar 31 17:37:26 2012;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
8;infrastructure;GTvisitor;00:15:C7:AB:2D:E7;;6;No;OPN,None;No;54.0;0;177;0;0;0;0;0;;;Sat Mar 31 17:37:06 2012;Sat Mar 31 17:37:26 2012;-75;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
9;infrastructure;GTwpa;00:15:C7:AB:2D:E4;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;168;0;0;0;0;0;;;Sat Mar 31 17:37:07 2012;Sat Mar 31 17:37:26 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
10;infrastructure;GTwireless;00:15:C7:AB:2D:E1;;6;No;WEP;No;54.0;0;174;0;1;0;0;1;;;Sat Mar 31 17:37:07 2012;Sat Mar 31 17:37:26 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
11;infrastructure;mbs_network;00:1D:7E:BB:87:32;;6;No;WPA,TKIP;No;54.0;0;107;0;10;0;0;10;;;Sat Mar 31 17:37:07 2012;Sat Mar 31 17:37:26 2012;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
12;infrastructure;GTvisitor;00:16:9C:49:28:17;;6;No;OPN,None;No;54.0;0;25;0;0;0;0;0;;;Sat Mar 31 17:37:07 2012;Sat Mar 31 17:37:26 2012;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
13;infrastructure;GTwpa;00:15:C7:AB:5B:34;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;36;0;0;0;0;0;;;Sat Mar 31 17:37:07 2012;Sat Mar 31 17:37:26 2012;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;GTwireless;00:15:C7:AB:5B:31;;6;No;WEP;No;54.0;0;43;0;0;0;0;0;;;Sat Mar 31 17:37:09 2012;Sat Mar 31 17:37:26 2012;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;GTvisitor;00:15:C7:AB:5B:37;;6;No;OPN,None;No;54.0;0;41;0;0;0;0;0;;;Sat Mar 31 17:37:07 2012;Sat Mar 31 17:37:26 2012;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;GTwpa;00:16:9C:49:28:14;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;114;0;21;0;0;21;;;Sat Mar 31 17:37:07 2012;Sat Mar 31 17:37:26 2012;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;GTwireless;00:16:9C:49:28:11;;6;No;WEP;No;54.0;0;152;0;0;0;0;0;;;Sat Mar 31 17:37:07 2012;Sat Mar 31 17:37:26 2012;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
