BSSID, time, power, channel, sequence, essid_length, ESSID
00:15:C7:AA:D5:37, 2012-03-31 17:58:42, -80, 1, 534, 9, GTvisitorï¨C·˜Ð—
00:23:69:56:51:AB, 2012-03-31 17:58:42, -50, 3, 3833, 9, 
00:12:44:B9:1C:D4, 2012-03-31 17:58:42, -36, 1, 1441, 5, GTwpa
00:13:10:43:4F:22, 2012-03-31 17:58:42, -45, 1, 2678, 7, OpenWrt
00:15:C7:AA:D5:34, 2012-03-31 17:58:42, -80, 1, 536, 5, GTwpart
00:12:44:B9:1C:D7, 2012-03-31 17:58:42, -37, 1, 1442, 9, GTvisitorï¨C·˜Ð—
00:15:C7:AA:D5:37, 2012-03-31 17:58:42, -81, 1, 537, 9, GTvisitorï¨C·˜Ð—
00:23:69:56:51:AB, 2012-03-31 17:58:42, -50, 3, 3834, 9, 
00:12:44:B9:1C:D1, 2012-03-31 17:58:42, -36, 1, 1443, 10, GTwireless¨C·˜Ð—
00:15:C7:AA:D5:31, 2012-03-31 17:58:42, -79, 1, 541, 10, GTwireless¨C·˜Ð—
00:12:44:B9:1C:D4, 2012-03-31 17:58:42, -35, 1, 1444, 5, GTwpaeless¨C·˜Ð—
00:13:10:43:4F:22, 2012-03-31 17:58:42, -45, 1, 2679, 7, OpenWrtess¨C·˜Ð—
00:15:C7:AA:D5:34, 2012-03-31 17:58:42, -78, 1, 542, 5, GTwpartess¨C·˜Ð—
00:12:44:B9:1C:D7, 2012-03-31 17:58:42, -35, 1, 1445, 9, GTvisitor
00:15:C7:AA:D5:37, 2012-03-31 17:58:42, -79, 1, 543, 9, GTvisitor
00:23:69:56:51:AB, 2012-03-31 17:58:42, -50, 3, 3835, 9, 
00:12:44:B9:1C:D1, 2012-03-31 17:58:42, -35, 1, 1446, 10, GTwireless
00:15:C7:AA:D5:31, 2012-03-31 17:58:42, -77, 1, 544, 10, GTwireless
00:12:44:B9:1C:D4, 2012-03-31 17:58:42, -35, 1, 1447, 5, GTwpaeless
00:13:10:43:4F:22, 2012-03-31 17:58:42, -44, 1, 2680, 7, OpenWrtess
00:15:C7:AA:D5:34, 2012-03-31 17:58:42, -76, 1, 545, 5, GTwpartess
00:12:44:B9:1C:D7, 2012-03-31 17:58:42, -35, 1, 1448, 9, GTvisitor
00:15:C7:AA:D5:37, 2012-03-31 17:58:42, -76, 1, 546, 9, GTvisitor
00:23:69:56:51:AB, 2012-03-31 17:58:42, -52, 3, 3836, 9, 
00:12:44:B9:1C:D1, 2012-03-31 17:58:42, -37, 1, 1449, 10, GTwireless
00:15:C7:AA:D5:31, 2012-03-31 17:58:42, -76, 1, 547, 10, GTwireless
00:12:44:B9:1C:D4, 2012-03-31 17:58:42, -38, 1, 1450, 5, GTwpaeless
00:13:10:43:4F:22, 2012-03-31 17:58:42, -44, 1, 2681, 7, OpenWrtess
00:15:C7:AA:D5:34, 2012-03-31 17:58:42, -76, 1, 548, 5, GTwpartess
00:12:44:B9:1C:D7, 2012-03-31 17:58:42, -39, 1, 1451, 9, GTvisitor
00:15:C7:AA:D5:37, 2012-03-31 17:58:42, -77, 1, 549, 9, GTvisitor
00:15:C7:AA:D1:A1, 2012-03-31 17:58:42, -84, 1, 3076, 10, GTwireless
00:23:69:56:51:AB, 2012-03-31 17:58:42, -53, 3, 3837, 9, 
00:12:44:B9:1C:D1, 2012-03-31 17:58:42, -39, 1, 1452, 10, GTwireless
00:15:C7:AA:D5:31, 2012-03-31 17:58:42, -76, 1, 550, 10, GTwireless
00:12:44:B9:1C:D4, 2012-03-31 17:58:42, -40, 1, 1453, 5, GTwpaeless
00:13:10:43:4F:22, 2012-03-31 17:58:42, -46, 1, 2682, 7, OpenWrtess
00:15:C7:AA:D1:A7, 2012-03-31 17:58:42, -86, 1, 3078, 9, GTvisitors
00:15:C7:AA:D5:34, 2012-03-31 17:58:42, -78, 1, 551, 5, GTwpaitors
00:12:44:B9:1C:D7, 2012-03-31 17:58:42, -39, 1, 1454, 9, GTvisitor
00:15:C7:AA:D5:37, 2012-03-31 17:58:42, -78, 1, 552, 9, GTvisitor
00:23:69:56:51:AB, 2012-03-31 17:58:42, -53, 3, 3838, 9, 
00:12:44:B9:1C:D1, 2012-03-31 17:58:42, -39, 1, 1455, 10, GTwireless
00:15:C7:AA:D5:31, 2012-03-31 17:58:42, -76, 1, 553, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-31 17:58:42, -85, 1, 3080, 5, GTwpaeless
00:12:44:B9:1C:D4, 2012-03-31 17:58:42, -40, 1, 1456, 5, GTwpaeless
00:13:10:43:4F:22, 2012-03-31 17:58:42, -47, 1, 2683, 7, OpenWrtess
00:15:C7:AA:D1:A7, 2012-03-31 17:58:42, -85, 1, 3081, 9, GTvisitors
00:15:C7:AA:D5:34, 2012-03-31 17:58:42, -77, 1, 554, 5, GTwpaitors
00:12:44:B9:1C:D7, 2012-03-31 17:58:42, -39, 1, 1457, 9, GTvisitor
00:15:C7:AA:D5:37, 2012-03-31 17:58:43, -77, 1, 555, 9, GTvisitor
