Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
12;infrastructure;GTvisitor;00:15:C7:AB:2D:E7;;6;No;OPN,None;No;54.0;0;4;0;0;0;0;0;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:11 2012;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
13;infrastructure;GTwireless;00:15:C7:AB:2D:E1;;6;No;WEP;No;54.0;0;4;0;0;0;0;0;;;Sat Mar  3 15:28:11 2012;Sat Mar  3 15:28:12 2012;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;stratus;34:08:04:E1:48:58;;2;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;57;0;0;0;0;0;;;Sat Mar  3 15:27:49 2012;Sat Mar  3 15:28:49 2012;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;GTvisitor;9C:4E:20:C9:3F:97;;1;No;OPN,None;No;54.0;0;71;0;0;0;0;0;;;Sat Mar  3 15:27:49 2012;Sat Mar  3 15:28:09 2012;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;GTwireless;9C:4E:20:C9:3F:91;;1;No;WEP;No;54.0;0;76;0;0;0;0;0;;;Sat Mar  3 15:27:49 2012;Sat Mar  3 15:28:09 2012;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;GTwpa;9C:4E:20:C9:3F:94;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;57;0;0;0;0;0;;;Sat Mar  3 15:27:49 2012;Sat Mar  3 15:28:09 2012;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;GTwpa;00:15:C7:AA:D1:A4;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;177;0;94;0;0;94;;;Sat Mar  3 15:27:49 2012;Sat Mar  3 15:28:49 2012;-63;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;GTwireless;00:15:C7:AA:D1:A1;;1;No;WEP;No;54.0;0;193;0;0;0;0;0;;;Sat Mar  3 15:27:49 2012;Sat Mar  3 15:28:49 2012;-60;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
20;infrastructure;GTvisitor;00:15:C7:AA:D1:A7;;1;No;OPN,None;No;54.0;0;192;0;0;0;0;0;;;Sat Mar  3 15:27:49 2012;Sat Mar  3 15:28:49 2012;-59;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
21;infrastructure;lifenet;02:18:0A:01:B2:51;;1;No;OPN,None;No;54.0;0;271;0;22;0;0;22;;;Sat Mar  3 15:27:49 2012;Sat Mar  3 15:28:49 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
22;infrastructure;john;00:0D:28:3E:95:A8;;11;No;WEP;No;11.0;0;51;0;0;0;0;0;;;Sat Mar  3 15:28:29 2012;Sat Mar  3 15:28:49 2012;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
23;infrastructure;abscond;58:6D:8F:E1:7B:ED;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;9;0;0;0;0;0;;;Sat Mar  3 15:28:10 2012;Sat Mar  3 15:28:29 2012;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
24;infrastructure;dlink;00:22:B0:ED:60:DE;;11;No;OPN,None;No;54.0;0;99;0;68;0;0;68;;;Sat Mar  3 15:28:29 2012;Sat Mar  3 15:28:49 2012;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.23.5.66;
25;infrastructure;linksys;C0:C1:C0:06:7F:5B;;6;No;OPN,None;No;54.0;0;156;0;58;0;0;58;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:29 2012;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
26;infrastructure;BISmark;C4:3D:C7:B0:AE:63;;11;No;WPA2,AES-CCM;No;54.0;0;183;0;0;0;0;0;;;Sat Mar  3 15:28:29 2012;Sat Mar  3 15:28:49 2012;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
27;infrastructure;BISmark;20:4E:7F:4A:74:78;;11;No;WPA2,AES-CCM;No;54.0;0;133;0;0;0;0;0;;;Sat Mar  3 15:28:29 2012;Sat Mar  3 15:28:49 2012;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
28;infrastructure;BISmark;C4:3D:C7:9D:E1:42;;11;No;WPA2,AES-CCM;No;54.0;0;192;0;0;0;0;0;;;Sat Mar  3 15:27:49 2012;Sat Mar  3 15:28:49 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
29;infrastructure;joon-ucap;C4:3D:C7:B0:AE:9F;;11;No;WPA2,AES-CCM;No;54.0;0;51;0;0;0;0;0;;;Sat Mar  3 15:27:49 2012;Sat Mar  3 15:28:49 2012;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
30;infrastructure;GTvisitor;9C:4E:20:C9:43:57;;6;No;OPN,None;No;54.0;0;145;0;0;0;0;0;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:29 2012;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
31;infrastructure;GTwpa;9C:4E:20:C9:43:54;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;149;0;0;0;0;0;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:29 2012;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
32;infrastructure;GTwireless;9C:4E:20:C9:43:51;;6;No;WEP;No;54.0;0;153;0;1;0;0;1;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:29 2012;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
33;infrastructure;;9C:4E:20:C9:43:50;;-1;No;None;No;-1.0;0;0;0;0;0;0;0;;;Sat Mar  3 15:28:11 2012;Sat Mar  3 15:28:29 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
34;infrastructure;GTvisitor;00:15:C7:AA:D6:67;;11;No;OPN,None;No;54.0;0;195;0;0;0;0;0;;;Sat Mar  3 15:27:49 2012;Sat Mar  3 15:28:49 2012;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
35;infrastructure;GTwpa;00:15:C7:AA:D6:64;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;194;0;18;0;0;18;;;Sat Mar  3 15:28:29 2012;Sat Mar  3 15:28:49 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
36;infrastructure;GTwireless;00:16:9C:48:EF:E1;;11;No;WEP;No;54.0;0;90;0;0;0;0;0;;;Sat Mar  3 15:27:49 2012;Sat Mar  3 15:28:49 2012;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
37;infrastructure;GTwpa;00:16:9C:48:EF:E4;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;188;0;0;0;0;0;;;Sat Mar  3 15:28:29 2012;Sat Mar  3 15:28:49 2012;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
38;infrastructure;GTwireless;00:15:C7:AA:D6:61;;11;No;WEP;No;54.0;0;190;0;0;0;0;0;;;Sat Mar  3 15:27:49 2012;Sat Mar  3 15:28:49 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
39;infrastructure;GTwpa;00:19:07:8E:36:64;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;153;0;0;0;0;0;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:29 2012;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
40;infrastructure;GTwireless;00:19:07:8E:36:61;;6;No;WEP;No;54.0;0;160;0;0;0;0;0;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:29 2012;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
41;infrastructure;GTvisitor;00:19:07:8E:36:67;;6;No;OPN,None;No;54.0;0;156;0;0;0;0;0;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:29 2012;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
42;infrastructure;GTvisitor;00:16:9C:48:EF:E7;;11;No;OPN,None;No;54.0;0;185;0;0;0;0;0;;;Sat Mar  3 15:27:49 2012;Sat Mar  3 15:28:49 2012;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
43;infrastructure;palantir;00:1C:10:5A:B6:D7;;6;No;WPA2,AES-CCM;No;54.0;0;192;0;2;0;0;2;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:29 2012;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
44;infrastructure;GTwireless;00:16:9C:49:28:11;;6;No;WEP;No;54.0;0;192;0;1;0;0;1;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:29 2012;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
45;infrastructure;GTwpa;00:16:9C:49:28:14;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;183;0;8;0;0;8;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:29 2012;-73;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
46;infrastructure;GTvisitor;00:16:9C:49:28:17;;6;No;OPN,None;No;54.0;0;189;0;0;0;0;0;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:29 2012;-73;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
47;infrastructure;WODNET;00:18:F8:CB:1C:6A;;6;No;WPA,TKIP;No;54.0;0;192;0;0;0;0;0;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:29 2012;-45;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
48;infrastructure;;00:15:C7:AB:38:B0;;108;No;OPN,None;No;-1.0;0;0;0;2;0;0;2;;;Sat Mar  3 15:28:01 2012;Sat Mar  3 15:28:41 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
49;infrastructure;;00:13:7F:BB:43:B0;;108;No;OPN,None;No;-1.0;0;0;0;2;0;0;2;;;Sat Mar  3 15:28:03 2012;Sat Mar  3 15:28:43 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
50;infrastructure;;00:15:C7:AB:06:C0;;108;No;OPN,None;No;-1.0;0;0;0;2;0;0;2;;;Sat Mar  3 15:27:55 2012;Sat Mar  3 15:28:35 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
51;infrastructure;;00:12:44:B9:28:40;;108;No;OPN,None;No;-1.0;0;0;0;2;0;0;2;;;Sat Mar  3 15:27:58 2012;Sat Mar  3 15:28:38 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
52;infrastructure;;00:15:C7:AB:06:00;;108;No;OPN,None;No;-1.0;0;0;0;3;0;0;3;;;Sat Mar  3 15:27:54 2012;Sat Mar  3 15:28:34 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
53;infrastructure;;00:16:9D:E1:55:F0;;108;No;OPN,None;No;-1.0;0;0;0;3;0;0;3;;;Sat Mar  3 15:27:57 2012;Sat Mar  3 15:28:37 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
54;infrastructure;;00:19:A9:43:1C:D0;;108;No;OPN,None;No;-1.0;0;0;0;3;0;0;3;;;Sat Mar  3 15:27:57 2012;Sat Mar  3 15:28:37 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
55;infrastructure;;00:15:C7:AB:00:D0;;108;No;OPN,None;No;-1.0;0;0;0;3;0;0;3;;;Sat Mar  3 15:27:58 2012;Sat Mar  3 15:28:38 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
56;infrastructure;;00:1C:0E:43:EB:10;;108;No;OPN,None;No;-1.0;0;0;0;3;0;0;3;;;Sat Mar  3 15:27:59 2012;Sat Mar  3 15:28:39 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
57;infrastructure;;00:15:C7:AA:E3:80;;108;No;OPN,None;No;-1.0;0;0;0;3;0;0;3;;;Sat Mar  3 15:28:08 2012;Sat Mar  3 15:28:48 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
58;infrastructure;hpsetup;1A:C1:DE:3A:BC:81;;6;No;OPN,None;No;11.0;0;1909;0;0;0;0;0;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:29 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
59;infrastructure;HP-nomodel.2C9966;02:2B:8B:22:36:21;;6;No;OPN,None;No;54.0;0;185;0;0;0;0;0;;;Sat Mar  3 15:28:09 2012;Sat Mar  3 15:28:29 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
60;infrastructure;;00:15:C7:AA:D6:60;;133;No;OPN,None;No;-1.0;0;0;0;2;0;0;2;;;Sat Mar  3 15:28:24 2012;Sat Mar  3 15:28:44 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
61;infrastructure;;00:12:44:B9:1C:D4;;158;No;None;No;-1.0;0;0;0;0;0;0;0;;;Sat Mar  3 15:28:32 2012;Sat Mar  3 15:28:45 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
62;infrastructure;;1C:17:D3:33:1B:C4;;158;No;None;No;-1.0;0;0;0;0;0;0;0;;;Sat Mar  3 15:28:48 2012;Sat Mar  3 15:28:49 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
;
