BSSID, time, power, channel, sequence, essid_length, ESSID
00:15:C7:AB:04:27, 2012-03-03 15:41:10, -60, 1, 1836, 9, GTvisitorÔhL∑ò@F
00:15:C7:AA:D5:31, 2012-03-03 15:41:10, -59, 1, 1133, 10, GTwirelesshL∑ò@F
00:15:C7:AA:E7:B4, 2012-03-03 15:41:10, -79, 1, 789, 5, GTwpaelesshL∑ò@F
00:15:C7:AA:D5:37, 2012-03-03 15:41:10, -60, 1, 1135, 9, GTvisitorshL∑ò@F
00:15:C7:AB:04:24, 2012-03-03 15:41:10, -60, 1, 1838, 5, GTwpaitorshL∑ò@F
00:15:C7:AB:38:B4, 2012-03-03 15:41:10, -82, 1, 3398, 5, GTwpaitorshL∑ò@F
00:15:C7:AA:E7:B7, 2012-03-03 15:41:10, -78, 1, 790, 9, GTvisitorshL∑ò@F
00:15:C7:AB:04:27, 2012-03-03 15:41:10, -61, 1, 1839, 9, GTvisitorshL∑ò@F
00:15:C7:AA:D5:31, 2012-03-03 15:41:10, -60, 1, 1136, 10, GTwirelesshL∑ò@F
00:15:C7:AB:38:B7, 2012-03-03 15:41:10, -80, 1, 3399, 9, GTvisitorshL∑ò@F
00:15:C7:AA:E7:B1, 2012-03-03 15:41:10, -79, 1, 791, 10, GTwirelesshL∑ò@F
00:15:C7:AB:04:21, 2012-03-03 15:41:10, -59, 1, 1840, 10, GTwirelesshL∑ò@F
00:23:69:56:51:AB, 2012-03-03 15:41:10, -80, 3, 786, 9, 
00:15:C7:AA:D5:34, 2012-03-03 15:41:10, -63, 1, 1137, 5, GTwpa
00:15:C7:AB:38:B1, 2012-03-03 15:41:10, -81, 1, 3400, 10, GTwirelesshL∑ò@F
34:08:04:E1:48:58, 2012-03-03 15:41:10, -78, 2, 1969, 7, stratusesshL∑ò@F
00:15:C7:AA:E7:B4, 2012-03-03 15:41:10, -79, 1, 792, 5, GTwpausesshL∑ò@F
00:15:C7:AA:D5:37, 2012-03-03 15:41:10, -64, 1, 1138, 9, GTvisitorshL∑ò@F
00:15:C7:AB:04:24, 2012-03-03 15:41:10, -60, 1, 1841, 5, GTwpaitorshL∑ò@F
00:15:C7:AB:38:B4, 2012-03-03 15:41:10, -82, 1, 3401, 5, GTwpaitorshL∑ò@F
00:15:C7:AB:04:27, 2012-03-03 15:41:10, -60, 1, 1842, 9, GTvisitor
00:15:C7:AA:D5:31, 2012-03-03 15:41:10, -64, 1, 1139, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:41:10, -80, 1, 3402, 9, GTvisitors
00:15:C7:AA:E7:B1, 2012-03-03 15:41:10, -80, 1, 794, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:41:10, -65, 1, 1140, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:41:10, -64, 1, 1141, 9, GTvisitors
00:15:C7:AB:04:24, 2012-03-03 15:41:10, -59, 1, 1844, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:41:10, -81, 1, 3404, 5, GTwpaitors
00:15:C7:AB:04:27, 2012-03-03 15:41:10, -60, 1, 1845, 9, GTvisitor
00:15:C7:AA:D5:31, 2012-03-03 15:41:10, -65, 1, 1142, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:41:10, -82, 1, 3405, 9, GTvisitors
00:15:C7:AA:E7:B1, 2012-03-03 15:41:10, -78, 1, 797, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:41:10, -65, 1, 1143, 5, GTwpaeless
00:15:C7:AB:38:B1, 2012-03-03 15:41:10, -80, 1, 3406, 10, GTwireless
00:15:C7:AA:E7:B4, 2012-03-03 15:41:10, -80, 1, 798, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:41:10, -66, 1, 1144, 9, GTvisitors
00:15:C7:AB:04:24, 2012-03-03 15:41:10, -61, 1, 1847, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:41:10, -82, 1, 3407, 5, GTwpaitors
00:15:C7:AA:E7:B7, 2012-03-03 15:41:10, -81, 1, 799, 9, GTvisitors
00:15:C7:AB:04:27, 2012-03-03 15:41:11, -59, 1, 1848, 9, GTvisitor
00:15:C7:AA:D5:31, 2012-03-03 15:41:11, -65, 1, 1145, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:41:11, -81, 1, 3408, 9, GTvisitors
00:15:C7:AB:04:21, 2012-03-03 15:41:11, -60, 1, 1849, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:41:11, -64, 1, 1146, 5, GTwpaeless
00:15:C7:AA:E7:B4, 2012-03-03 15:41:11, -79, 1, 801, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:41:11, -64, 1, 1147, 9, GTvisitors
00:15:C7:AB:04:24, 2012-03-03 15:41:11, -62, 1, 1850, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:41:11, -82, 1, 3410, 5, GTwpaitors
00:15:C7:AB:04:27, 2012-03-03 15:41:11, -60, 1, 1851, 9, GTvisitor
00:15:C7:AA:D5:31, 2012-03-03 15:41:11, -64, 1, 1148, 10, GTwireless
00:15:C7:AA:E7:B1, 2012-03-03 15:41:11, -80, 1, 803, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:41:11, -63, 1, 1149, 5, GTwpaeless
00:15:C7:AA:E7:B4, 2012-03-03 15:41:11, -80, 1, 804, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:41:11, -63, 1, 1150, 9, GTvisitors
00:15:C7:AB:04:24, 2012-03-03 15:41:11, -62, 1, 1853, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:41:11, -81, 1, 3413, 5, GTwpaitors
00:15:C7:AA:E7:B7, 2012-03-03 15:41:11, -80, 1, 805, 9, GTvisitors
00:15:C7:AB:04:27, 2012-03-03 15:41:11, -63, 1, 1854, 9, GTvisitor
00:15:C7:AA:D5:31, 2012-03-03 15:41:11, -62, 1, 1151, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:41:11, -81, 1, 3414, 9, GTvisitors
00:15:C7:AA:E7:B1, 2012-03-03 15:41:11, -78, 1, 806, 10, GTwireless
00:15:C7:AB:04:21, 2012-03-03 15:41:11, -62, 1, 1855, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:41:11, -60, 1, 1152, 5, GTwpaeless
00:15:C7:AB:38:B1, 2012-03-03 15:41:11, -81, 1, 3415, 10, GTwireless
00:15:C7:AA:E7:B4, 2012-03-03 15:41:11, -78, 1, 807, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:41:11, -61, 1, 1153, 9, GTvisitors
00:15:C7:AB:04:24, 2012-03-03 15:41:11, -62, 1, 1857, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:41:11, -81, 1, 3416, 5, GTwpaitors
00:15:C7:AB:04:27, 2012-03-03 15:41:11, -60, 1, 1858, 9, GTvisitor
00:15:C7:AA:D5:31, 2012-03-03 15:41:11, -61, 1, 1154, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:41:11, -81, 1, 3417, 9, GTvisitors
00:15:C7:AA:E7:B1, 2012-03-03 15:41:11, -79, 1, 809, 10, GTwireless
00:15:C7:AB:04:21, 2012-03-03 15:41:11, -61, 1, 1859, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:41:11, -60, 1, 1155, 5, GTwpaeless
00:15:C7:AB:38:B1, 2012-03-03 15:41:11, -82, 1, 3418, 10, GTwireless
