Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
11;infrastructure;MC2LabNetA;00:22:B0:CB:22:8F;;3;No;WPA2,AES-CCM;No;54.0;0;115;0;0;0;0;0;;;Sat Mar  3 15:52:40 2012;Sat Mar  3 15:53:40 2012;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
12;infrastructure;GTwireless;00:15:C7:AA:D5:31;;1;No;WEP;No;54.0;0;184;0;25;0;0;25;;;Sat Mar  3 15:52:40 2012;Sat Mar  3 15:53:40 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
13;infrastructure;GTvisitor;00:15:C7:AA:D5:37;;1;No;OPN,None;No;54.0;0;185;0;0;0;0;0;;;Sat Mar  3 15:52:40 2012;Sat Mar  3 15:53:40 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;GTwpa;00:15:C7:AA:D5:34;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;148;0;2;0;0;2;;;Sat Mar  3 15:52:40 2012;Sat Mar  3 15:53:40 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;GTvisitor;00:15:C7:AA:D1:A7;;1;No;OPN,None;No;54.0;0;194;0;0;0;0;0;;;Sat Mar  3 15:52:40 2012;Sat Mar  3 15:53:40 2012;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;GTwpa;00:15:C7:AA:D1:A4;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;190;0;12;0;0;12;;;Sat Mar  3 15:52:40 2012;Sat Mar  3 15:53:40 2012;-72;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;GTvisitor;00:15:C7:AB:06:07;;1;No;OPN,None;No;54.0;0;194;0;0;0;0;0;;;Sat Mar  3 15:52:40 2012;Sat Mar  3 15:53:40 2012;-63;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;GTwireless;00:15:C7:AB:06:01;;1;No;WEP;No;54.0;0;193;0;1;0;0;1;;;Sat Mar  3 15:52:40 2012;Sat Mar  3 15:53:40 2012;-62;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;GTwpa;00:15:C7:AB:06:04;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;193;0;585;0;0;585;;;Sat Mar  3 15:52:40 2012;Sat Mar  3 15:53:40 2012;-65;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
20;infrastructure;stratus;34:08:04:E1:48:58;;2;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;146;0;0;0;0;0;;;Sat Mar  3 15:52:40 2012;Sat Mar  3 15:53:40 2012;-72;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
21;infrastructure;lifenet;02:18:0A:01:B2:51;;1;No;OPN,None;No;54.0;0;189;0;9;0;0;9;;;Sat Mar  3 15:52:40 2012;Sat Mar  3 15:53:40 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
22;infrastructure;;00:26:0B:C8:B0:60;;-1;No;None;No;-1.0;0;0;0;0;0;0;0;;;Sat Mar  3 15:53:03 2012;Sat Mar  3 15:53:13 2012;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
23;infrastructure;GTwpa;00:26:0B:C8:B0:64;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;23;0;0;0;0;0;;;Sat Mar  3 15:53:02 2012;Sat Mar  3 15:53:12 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
24;infrastructure;GTvisitor;00:26:0B:C8:B0:67;;6;No;OPN,None;No;54.0;0;24;0;0;0;0;0;;;Sat Mar  3 15:53:00 2012;Sat Mar  3 15:53:13 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
25;infrastructure;GTwireless;00:26:0B:C8:B0:61;;6;No;WEP;No;54.0;0;23;0;0;0;0;0;;;Sat Mar  3 15:53:00 2012;Sat Mar  3 15:53:11 2012;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
26;infrastructure;abscond;58:6D:8F:E1:7B:ED;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;152;0;10;0;0;10;;;Sat Mar  3 15:53:00 2012;Sat Mar  3 15:53:20 2012;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
27;infrastructure;GTwireless;00:15:C7:AB:8F:D1;;11;No;WEP;No;54.0;0;1;0;0;0;0;0;;;Sat Mar  3 15:53:25 2012;Sat Mar  3 15:53:36 2012;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
28;infrastructure;GTwpa;00:12:44:B9:1C:D4;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;2;0;59;0;0;59;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:40 2012;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
29;infrastructure;GTvisitor;00:12:44:B9:1C:D7;;11;No;OPN,None;No;54.0;0;5;0;0;0;0;0;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:36 2012;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
30;infrastructure;dlink;00:22:B0:ED:60:DE;;11;No;OPN,None;No;54.0;0;83;0;59;0;0;59;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:39 2012;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;172.30.65.215;
31;infrastructure;GTwireless;00:12:44:B9:1C:D1;;11;No;WEP;No;54.0;0;8;0;0;0;0;0;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:36 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
32;infrastructure;GTwireless;00:16:9C:48:EF:E1;;11;No;WEP;No;54.0;0;155;0;0;0;0;0;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:40 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
33;infrastructure;GTwpa;00:16:9C:48:EF:E4;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;128;0;0;0;0;0;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:40 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
34;infrastructure;GTvisitor;00:16:9C:48:EF:E7;;11;No;OPN,None;No;54.0;0;11;0;0;0;0;0;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:40 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
35;infrastructure;john;00:0D:28:3E:95:A8;;11;No;WEP;No;11.0;0;136;0;0;0;0;0;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:40 2012;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
36;infrastructure;GTwpa;00:15:C7:AB:90:F4;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;170;0;0;0;0;0;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:40 2012;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
37;infrastructure;GTwireless;00:15:C7:AB:90:F1;;11;No;WEP;No;54.0;0;175;0;492;0;0;492;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:40 2012;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
38;infrastructure;GTvisitor;00:15:C7:AB:90:F7;;11;No;OPN,None;No;54.0;0;164;0;0;0;0;0;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:40 2012;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
39;infrastructure;;C4:3D:C7:A3:EE:46;;11;No;WPA2,AES-CCM;No;54.0;0;183;0;0;0;0;0;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:40 2012;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
40;infrastructure;linksys;C0:C1:C0:06:7F:5B;;6;No;OPN,None;No;54.0;0;194;0;19;0;0;19;;;Sat Mar  3 15:53:00 2012;Sat Mar  3 15:53:20 2012;-78;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;192.168.0.112;
41;infrastructure;palantir;00:1C:10:5A:B6:D7;;6;No;WPA2,AES-CCM;No;54.0;0;188;0;2;0;0;2;;;Sat Mar  3 15:53:00 2012;Sat Mar  3 15:53:20 2012;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
42;infrastructure;BISmark;C4:3D:C7:9D:E1:42;;11;No;WPA2,AES-CCM;No;54.0;0;165;0;0;0;0;0;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:40 2012;-70;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
43;infrastructure;joon-ucap;C4:3D:C7:B0:AE:9F;;11;No;WPA2,AES-CCM;No;54.0;0;188;0;0;0;0;0;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:40 2012;-70;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
44;infrastructure;BISmark;20:4E:7F:4A:74:78;;11;No;WPA2,AES-CCM;No;54.0;0;190;0;0;0;0;0;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:40 2012;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
45;infrastructure;BISmark;C4:3D:C7:B0:AE:63;;11;No;WPA2,AES-CCM;No;54.0;0;187;0;0;0;0;0;;;Sat Mar  3 15:53:20 2012;Sat Mar  3 15:53:40 2012;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
46;infrastructure;WODNET;00:18:F8:CB:1C:6A;;6;No;WPA,TKIP;No;54.0;0;182;0;0;0;0;0;;;Sat Mar  3 15:53:00 2012;Sat Mar  3 15:53:20 2012;-60;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
47;infrastructure;GTwpa;00:16:9C:49:28:14;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;176;0;130;0;0;130;;;Sat Mar  3 15:53:00 2012;Sat Mar  3 15:53:20 2012;-57;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
48;infrastructure;GTvisitor;00:16:9C:49:28:17;;6;No;OPN,None;No;54.0;0;185;0;0;0;0;0;;;Sat Mar  3 15:53:00 2012;Sat Mar  3 15:53:20 2012;-55;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
49;infrastructure;GTwireless;00:16:9C:49:28:11;;6;No;WEP;No;54.0;0;193;0;1;0;0;1;;;Sat Mar  3 15:53:00 2012;Sat Mar  3 15:53:20 2012;-54;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
50;infrastructure;;00:15:C7:AB:90:F0;;108;No;OPN,None;No;-1.0;0;0;0;3;0;0;3;;;Sat Mar  3 15:52:44 2012;Sat Mar  3 15:53:24 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
51;infrastructure;;00:15:C7:AB:06:00;;108;No;OPN,None;No;-1.0;0;0;0;3;0;0;3;;;Sat Mar  3 15:52:54 2012;Sat Mar  3 15:53:34 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
52;infrastructure;hpsetup;1A:C1:DE:3A:BC:81;;6;No;OPN,None;No;11.0;0;1723;0;0;0;0;0;;;Sat Mar  3 15:53:00 2012;Sat Mar  3 15:53:20 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
53;infrastructure;HP-nomodel.2C9966;02:2B:8B:22:36:21;;6;No;OPN,None;No;54.0;0;77;0;0;0;0;0;;;Sat Mar  3 15:53:00 2012;Sat Mar  3 15:53:20 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
