Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
1;infrastructure;mbs_network;00:1D:7E:BB:87:32;;6;No;WPA,TKIP;No;54.0;0;11;0;0;0;0;0;;;Sat Mar  3 15:54:43 2012;Sat Mar  3 15:54:58 2012;-89;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
2;infrastructure;OpenWrt;00:13:10:43:4F:22;;1;No;OPN,None;No;54.0;0;139;0;0;0;0;0;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:54:41 2012;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
3;infrastructure;GTvisitor;00:15:C7:AA:D1:A7;;1;No;OPN,None;No;54.0;0;195;0;0;0;0;0;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:22 2012;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
4;infrastructure;GTwpa;00:15:C7:AA:D1:A4;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;188;0;1;0;0;1;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:22 2012;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
5;infrastructure;GTwireless;00:15:C7:AA:D1:A1;;1;No;WEP;No;54.0;0;190;0;447;0;0;447;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:22 2012;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
6;infrastructure;GTvisitor;00:16:9C:48:F1:07;;1;No;OPN,None;No;54.0;0;143;0;0;0;0;0;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:22 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
7;infrastructure;GTwireless;00:16:9C:48:F1:01;;1;No;WEP;No;54.0;0;142;0;0;0;0;0;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:22 2012;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
8;infrastructure;GTwpa;00:16:9C:48:F1:04;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;147;0;0;0;0;0;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:22 2012;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
9;infrastructure;MC2LabNetA;00:22:B0:CB:22:8F;;3;No;WPA2,AES-CCM;No;54.0;0;115;0;0;0;0;0;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:21 2012;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
10;infrastructure;GTwpa;00:15:C7:AA:D5:34;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;161;0;28;0;0;28;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:21 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
11;infrastructure;GTvisitor;00:15:C7:AA:D5:37;;1;No;OPN,None;No;54.0;0;200;0;0;0;0;0;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:22 2012;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
12;infrastructure;GTwireless;00:15:C7:AA:D5:31;;1;No;WEP;No;54.0;0;195;0;3;0;0;3;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:22 2012;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
13;infrastructure;GTwpa;00:15:C7:AB:06:04;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;195;0;502;0;0;502;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:22 2012;-63;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;stratus;34:08:04:E1:48:58;;2;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;124;0;0;0;0;0;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:22 2012;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;GTwireless;00:15:C7:AB:06:01;;1;No;WEP;No;54.0;0;181;0;10;0;0;10;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:21 2012;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;GTvisitor;00:15:C7:AB:06:07;;1;No;OPN,None;No;54.0;0;188;0;0;0;0;0;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:22 2012;-60;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;lifenet;02:18:0A:01:B2:51;;1;No;OPN,None;No;54.0;0;190;0;9;0;0;9;;;Sat Mar  3 15:54:21 2012;Sat Mar  3 15:55:22 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;;00:15:C7:AB:04:24;;108;No;OPN,None;No;-1.0;0;0;0;970;0;0;970;;;Sat Mar  3 15:54:23 2012;Sat Mar  3 15:55:22 2012;-1;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;shrub-1;00:14:85:D0:C3:6D;;6;No;OPN,None;No;54.0;0;100;0;0;0;0;0;;;Sat Mar  3 15:54:41 2012;Sat Mar  3 15:55:01 2012;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
20;infrastructure;dlink;00:22:B0:ED:60:DE;;11;No;OPN,None;No;54.0;0;61;0;41;0;0;41;;;Sat Mar  3 15:55:01 2012;Sat Mar  3 15:55:21 2012;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;143.215.205.196;
21;infrastructure;john;00:0D:28:3E:95:A8;;11;No;WEP;No;11.0;0;186;0;0;0;0;0;;;Sat Mar  3 15:55:01 2012;Sat Mar  3 15:55:21 2012;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
22;infrastructure;abscond;58:6D:8F:E1:7B:ED;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;168;0;0;0;0;0;;;Sat Mar  3 15:54:41 2012;Sat Mar  3 15:55:01 2012;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
23;infrastructure;GTwpa;00:16:9C:48:EF:E4;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;8;0;0;0;0;0;;;Sat Mar  3 15:55:01 2012;Sat Mar  3 15:55:13 2012;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
