BSSID, time, power, channel, sequence, essid_length, ESSID
00:19:A9:43:1C:D1, 2012-03-03 15:31:10, -72, 1, 1623, 10, GTwirelessY∑òÄ/
00:15:C7:AA:D5:34, 2012-03-03 15:31:10, -57, 1, 1378, 5, GTwpaelessY∑òÄ/
00:15:C7:AA:D5:37, 2012-03-03 15:31:10, -56, 1, 1379, 9, GTvisitorsY∑òÄ/
00:19:A9:43:1C:D4, 2012-03-03 15:31:10, -73, 1, 1624, 5, GTwpaitorsY∑òÄ/
00:15:C7:AB:38:B4, 2012-03-03 15:31:10, -73, 1, 3941, 5, GTwpaitorsY∑òÄ/
00:15:C7:AA:D1:A7, 2012-03-03 15:31:10, -57, 1, 1093, 9, GTvisitorsY∑òÄ/
00:19:A9:43:1C:D7, 2012-03-03 15:31:10, -72, 1, 1625, 9, GTvisitorsY∑òÄ/
00:15:C7:AA:D5:31, 2012-03-03 15:31:10, -58, 1, 1380, 10, GTwirelessY∑òÄ/
00:15:C7:AB:38:B7, 2012-03-03 15:31:10, -72, 1, 3942, 9, GTvisitorsY∑òÄ/
00:15:C7:AA:D1:A1, 2012-03-03 15:31:10, -57, 1, 1094, 10, GTwirelessY∑òÄ/
00:19:A9:43:1C:D1, 2012-03-03 15:31:10, -72, 1, 1626, 10, GTwirelessY∑òÄ/
00:15:C7:AB:04:21, 2012-03-03 15:31:10, -82, 1, 3078, 10, GTwirelessY∑òÄ/
00:15:C7:AA:D5:34, 2012-03-03 15:31:10, -58, 1, 1381, 5, GTwpaelessY∑òÄ/
00:13:10:43:4F:22, 2012-03-03 15:31:10, -82, 1, 3234, 7, OpenWrtessY∑òÄ/
00:15:C7:AB:38:B1, 2012-03-03 15:31:10, -73, 1, 3943, 10, GTwirelessY∑òÄ/
34:08:04:E1:48:58, 2012-03-03 15:31:10, -81, 2, 215, 7, stratusessY∑òÄ/
00:15:C7:AA:D1:A4, 2012-03-03 15:31:10, -56, 1, 1095, 5, GTwpausessY∑òÄ/
00:15:C7:AA:D5:37, 2012-03-03 15:31:10, -59, 1, 1382, 9, GTvisitorsY∑òÄ/
00:15:C7:AB:04:24, 2012-03-03 15:31:10, -82, 1, 3079, 5, GTwpaitorsY∑òÄ/
00:15:C7:AA:D1:A7, 2012-03-03 15:31:10, -57, 1, 1096, 9, GTvisitorsY∑òÄ/
00:22:B0:CB:22:8F, 2012-03-03 15:31:10, -85, 3, 363, 10, MC2LabNetA
00:19:A9:43:1C:D7, 2012-03-03 15:31:10, -72, 1, 1628, 9, GTvisitorA
00:15:C7:AB:04:27, 2012-03-03 15:31:10, -83, 1, 3080, 9, GTvisitorA
00:15:C7:AA:D5:31, 2012-03-03 15:31:10, -59, 1, 1383, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:31:10, -75, 1, 3945, 9, GTvisitors
00:1C:58:73:A7:62, 2012-03-03 15:31:10, -85, 1, 895, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-03-03 15:31:10, -58, 1, 1097, 10, GTwireless
00:19:A9:43:1C:D1, 2012-03-03 15:31:10, -72, 1, 1629, 10, GTwireless
00:15:C7:AB:04:21, 2012-03-03 15:31:10, -82, 1, 3081, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:31:10, -57, 1, 1384, 5, GTwpaeless
00:13:10:43:4F:22, 2012-03-03 15:31:10, -82, 1, 3235, 7, OpenWrtess
00:15:C7:AB:38:B1, 2012-03-03 15:31:10, -72, 1, 3946, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:31:10, -59, 1, 1098, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:31:10, -58, 1, 1385, 9, GTvisitors
00:19:A9:43:1C:D4, 2012-03-03 15:31:10, -73, 1, 1630, 5, GTwpaitors
00:15:C7:AB:04:24, 2012-03-03 15:31:10, -82, 1, 3082, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:31:10, -72, 1, 3947, 5, GTwpaitors
00:15:C7:AA:D1:A7, 2012-03-03 15:31:10, -60, 1, 1099, 9, GTvisitors
00:22:B0:CB:22:8F, 2012-03-03 15:31:10, -85, 3, 364, 10, MC2LabNetA
00:19:A9:43:1C:D7, 2012-03-03 15:31:10, -73, 1, 1631, 9, GTvisitor
00:15:C7:AB:04:27, 2012-03-03 15:31:10, -83, 1, 3083, 9, GTvisitor
00:15:C7:AA:D5:31, 2012-03-03 15:31:10, -58, 1, 1386, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:31:10, -72, 1, 3948, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-03-03 15:31:10, -58, 1, 1100, 10, GTwireless
00:19:A9:43:1C:D1, 2012-03-03 15:31:10, -72, 1, 1632, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:31:10, -59, 1, 1387, 5, GTwpaeless
00:13:10:43:4F:22, 2012-03-03 15:31:10, -80, 1, 3236, 7, OpenWrtess
00:15:C7:AB:38:B1, 2012-03-03 15:31:10, -69, 1, 3949, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:31:10, -59, 1, 1101, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:31:10, -59, 1, 1388, 9, GTvisitors
00:19:A9:43:1C:D4, 2012-03-03 15:31:10, -73, 1, 1633, 5, GTwpaitors
00:15:C7:AA:D1:A7, 2012-03-03 15:31:10, -59, 1, 1102, 9, GTvisitors
00:19:A9:43:1C:D7, 2012-03-03 15:31:10, -73, 1, 1634, 9, GTvisitor
00:15:C7:AB:04:27, 2012-03-03 15:31:10, -84, 1, 3086, 9, GTvisitor
00:15:C7:AA:D5:31, 2012-03-03 15:31:10, -59, 1, 1389, 10, GTwireless
00:15:C7:AA:D1:A1, 2012-03-03 15:31:10, -56, 1, 1103, 10, GTwireless
00:19:A9:43:1C:D1, 2012-03-03 15:31:10, -72, 1, 1635, 10, GTwireless
00:15:C7:AB:04:21, 2012-03-03 15:31:10, -83, 1, 3087, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:31:10, -59, 1, 1390, 5, GTwpaeless
00:13:10:43:4F:22, 2012-03-03 15:31:10, -80, 1, 3237, 7, OpenWrtess
00:15:C7:AB:38:B1, 2012-03-03 15:31:10, -71, 1, 3950, 10, GTwireless
34:08:04:E1:48:58, 2012-03-03 15:31:10, -80, 2, 218, 7, stratusess
00:15:C7:AA:D1:A4, 2012-03-03 15:31:10, -57, 1, 1104, 5, GTwpausess
00:15:C7:AA:D5:37, 2012-03-03 15:31:10, -61, 1, 1391, 9, GTvisitors
00:19:A9:43:1C:D4, 2012-03-03 15:31:10, -72, 1, 1636, 5, GTwpaitors
00:15:C7:AB:04:24, 2012-03-03 15:31:10, -84, 1, 3088, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:31:10, -70, 1, 3951, 5, GTwpaitors
00:15:C7:AA:D1:A7, 2012-03-03 15:31:10, -58, 1, 1105, 9, GTvisitors
00:19:A9:43:1C:D7, 2012-03-03 15:31:10, -72, 1, 1637, 9, GTvisitor
00:15:C7:AA:D5:31, 2012-03-03 15:31:10, -58, 1, 1392, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:31:10, -69, 1, 3952, 9, GTvisitors
00:1C:58:73:A7:62, 2012-03-03 15:31:10, -87, 1, 904, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-03-03 15:31:10, -57, 1, 1106, 10, GTwireless
00:19:A9:43:1C:D1, 2012-03-03 15:31:10, -73, 1, 1638, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:31:10, -60, 1, 1393, 5, GTwpaeless
00:15:C7:AB:38:B1, 2012-03-03 15:31:10, -69, 1, 3953, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:31:10, -59, 1, 1107, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:31:10, -58, 1, 1394, 9, GTvisitors
00:19:A9:43:1C:D4, 2012-03-03 15:31:10, -73, 1, 1639, 5, GTwpaitors
00:15:C7:AB:04:24, 2012-03-03 15:31:10, -83, 1, 3091, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:31:10, -69, 1, 3954, 5, GTwpaitors
00:15:C7:AA:D1:A7, 2012-03-03 15:31:10, -59, 1, 1108, 9, GTvisitors
00:19:A9:43:1C:D7, 2012-03-03 15:31:10, -74, 1, 1640, 9, GTvisitor
00:15:C7:AB:04:27, 2012-03-03 15:31:10, -84, 1, 3092, 9, GTvisitor
00:15:C7:AA:D5:31, 2012-03-03 15:31:10, -57, 1, 1395, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:31:10, -69, 1, 3955, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-03-03 15:31:10, -58, 1, 1109, 10, GTwireless
00:19:A9:43:1C:D1, 2012-03-03 15:31:10, -75, 1, 1641, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:31:10, -57, 1, 1396, 5, GTwpaeless
00:13:10:43:4F:22, 2012-03-03 15:31:10, -79, 1, 3239, 7, OpenWrtess
00:15:C7:AB:38:B1, 2012-03-03 15:31:10, -68, 1, 3956, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:31:10, -58, 1, 1110, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:31:10, -56, 1, 1398, 9, GTvisitors
00:19:A9:43:1C:D4, 2012-03-03 15:31:10, -74, 1, 1642, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:31:10, -69, 1, 3957, 5, GTwpaitors
00:15:C7:AA:D1:A7, 2012-03-03 15:31:10, -59, 1, 1111, 9, GTvisitors
00:19:A9:43:1C:D7, 2012-03-03 15:31:10, -74, 1, 1643, 9, GTvisitor
00:15:C7:AB:04:27, 2012-03-03 15:31:10, -85, 1, 3095, 9, GTvisitor
00:15:C7:AA:D5:31, 2012-03-03 15:31:10, -53, 1, 1399, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:31:10, -69, 1, 3958, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-03-03 15:31:10, -61, 1, 1112, 10, GTwireless
00:19:A9:43:1C:D1, 2012-03-03 15:31:10, -74, 1, 1644, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:31:10, -54, 1, 1400, 5, GTwpaeless
00:23:69:56:51:AB, 2012-03-03 15:31:10, -82, 3, 3069, 9, 
00:13:10:43:4F:22, 2012-03-03 15:31:10, -82, 1, 3240, 7, OpenWrt
00:15:C7:AB:38:B1, 2012-03-03 15:31:10, -69, 1, 3959, 10, GTwireless
34:08:04:E1:48:58, 2012-03-03 15:31:10, -78, 2, 221, 7, stratusess
00:15:C7:AA:D1:A4, 2012-03-03 15:31:10, -61, 1, 1113, 5, GTwpausess
00:15:C7:AA:D5:37, 2012-03-03 15:31:10, -55, 1, 1401, 9, GTvisitors
00:19:A9:43:1C:D4, 2012-03-03 15:31:10, -74, 1, 1645, 5, GTwpaitors
