BSSID, time, power, channel, sequence, essid_length, ESSID
00:15:C7:AB:38:B1, 2012-03-03 15:32:32, -60, 1, 2625, 10, GTwireless¯C∑òë
00:15:C7:AA:D1:A4, 2012-03-03 15:32:32, -63, 1, 3975, 5, GTwpaeless¯C∑òë
00:15:C7:AA:D5:37, 2012-03-03 15:32:32, -63, 1, 69, 9, GTvisitors¯C∑òë
00:15:C7:AB:04:24, 2012-03-03 15:32:32, -82, 1, 1647, 5, GTwpaitors¯C∑òë
00:15:C7:AB:04:27, 2012-03-03 15:32:32, -81, 1, 1648, 9, GTvisitors¯C∑òë
00:15:C7:AA:D5:31, 2012-03-03 15:32:32, -64, 1, 70, 10, GTwireless¯C∑òë
00:15:C7:AB:38:B7, 2012-03-03 15:32:32, -61, 1, 2627, 9, GTvisitors¯C∑òë
00:1C:58:73:A7:62, 2012-03-03 15:32:32, -84, 1, 3555, 9, GTvisitors¯C∑òë
00:15:C7:AA:D1:A1, 2012-03-03 15:32:32, -64, 1, 3977, 10, GTwireless¯C∑òë
00:15:C7:AB:04:21, 2012-03-03 15:32:32, -81, 1, 1649, 10, GTwireless¯C∑òë
00:15:C7:AA:D5:34, 2012-03-03 15:32:32, -63, 1, 71, 5, GTwpaeless¯C∑òë
00:1C:58:73:A7:60, 2012-03-03 15:32:32, -83, 1, 3556, 10, GTwireless¯C∑òë
00:23:69:56:51:AB, 2012-03-03 15:32:32, -83, 3, 3879, 9, 
00:13:10:43:4F:22, 2012-03-03 15:32:32, -84, 1, 4065, 7, OpenWrt
00:15:C7:AA:D1:A4, 2012-03-03 15:32:32, -64, 1, 3978, 5, GTwpart
00:15:C7:AA:D5:37, 2012-03-03 15:32:32, -63, 1, 72, 9, GTvisitors¯C∑òë
00:15:C7:AB:04:24, 2012-03-03 15:32:32, -82, 1, 1650, 5, GTwpaitors¯C∑òë
00:15:C7:AB:38:B4, 2012-03-03 15:32:32, -60, 1, 2629, 5, GTwpaitors¯C∑òë
00:15:C7:AA:D1:A7, 2012-03-03 15:32:32, -63, 1, 3979, 9, GTvisitors¯C∑òë
00:1C:58:73:A7:61, 2012-03-03 15:32:32, -84, 1, 3557, 5, GTwpaitors¯C∑òë
00:15:C7:AB:04:27, 2012-03-03 15:32:32, -81, 1, 1651, 9, GTvisitors¯C∑òë
00:15:C7:AA:D5:31, 2012-03-03 15:32:32, -63, 1, 73, 10, GTwireless¯C∑òë
00:15:C7:AB:38:B7, 2012-03-03 15:32:32, -61, 1, 2630, 9, GTvisitors¯C∑òë
00:1C:58:73:A7:62, 2012-03-03 15:32:32, -84, 1, 3558, 9, GTvisitors¯C∑òë
00:19:A9:43:1C:D1, 2012-03-03 15:32:32, -88, 1, 198, 10, GTwireless¯C∑òë
00:15:C7:AB:04:21, 2012-03-03 15:32:32, -82, 1, 1652, 10, GTwireless¯C∑òë
00:15:C7:AA:D5:34, 2012-03-03 15:32:32, -64, 1, 74, 5, GTwpa
00:1C:58:73:A7:60, 2012-03-03 15:32:32, -84, 1, 3559, 10, GTwireless
00:13:10:43:4F:22, 2012-03-03 15:32:32, -83, 1, 4066, 7, OpenWrtess
00:15:C7:AA:D1:A4, 2012-03-03 15:32:32, -64, 1, 3981, 5, GTwpartess
00:15:C7:AA:D5:37, 2012-03-03 15:32:32, -64, 1, 75, 9, GTvisitors
00:15:C7:AB:04:24, 2012-03-03 15:32:32, -82, 1, 1653, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:32:32, -60, 1, 2632, 5, GTwpaitors
00:15:C7:AA:D1:A7, 2012-03-03 15:32:32, -63, 1, 3982, 9, GTvisitors
00:1C:58:73:A7:61, 2012-03-03 15:32:32, -85, 1, 3560, 5, GTwpaitors
00:15:C7:AB:04:27, 2012-03-03 15:32:32, -81, 1, 1654, 9, GTvisitors
00:15:C7:AA:D5:31, 2012-03-03 15:32:32, -63, 1, 76, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:32:32, -61, 1, 2633, 9, GTvisitors
00:1C:58:73:A7:62, 2012-03-03 15:32:32, -84, 1, 3561, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-03-03 15:32:32, -64, 1, 3983, 10, GTwireless
00:19:A9:43:1C:D1, 2012-03-03 15:32:32, -86, 1, 201, 10, GTwireless
00:15:C7:AB:04:21, 2012-03-03 15:32:32, -83, 1, 1655, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:32:32, -63, 1, 77, 5, GTwpaeless
00:1C:58:73:A7:60, 2012-03-03 15:32:32, -85, 1, 3562, 10, GTwireless
00:13:10:43:4F:22, 2012-03-03 15:32:32, -84, 1, 4067, 7, OpenWrtess
00:15:C7:AB:38:B1, 2012-03-03 15:32:32, -61, 1, 2634, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:32:32, -63, 1, 3984, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:32:32, -63, 1, 78, 9, GTvisitors
00:15:C7:AB:04:24, 2012-03-03 15:32:32, -81, 1, 1656, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:32:32, -60, 1, 2635, 5, GTwpaitors
00:15:C7:AA:D1:A7, 2012-03-03 15:32:32, -63, 1, 3986, 9, GTvisitors
00:1C:58:73:A7:61, 2012-03-03 15:32:32, -84, 1, 3563, 5, GTwpaitors
00:15:C7:AB:04:27, 2012-03-03 15:32:32, -82, 1, 1657, 9, GTvisitors
00:15:C7:AA:D5:31, 2012-03-03 15:32:32, -63, 1, 79, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:32:32, -59, 1, 2636, 9, GTvisitors
00:1C:58:73:A7:62, 2012-03-03 15:32:32, -83, 1, 3564, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-03-03 15:32:32, -64, 1, 3987, 10, GTwireless
00:15:C7:AB:04:21, 2012-03-03 15:32:33, -83, 1, 1658, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:32:33, -61, 1, 80, 5, GTwpa
00:1C:58:73:A7:60, 2012-03-03 15:32:33, -85, 1, 3565, 10, GTwireless
00:23:69:56:51:AB, 2012-03-03 15:32:33, -83, 3, 3882, 9, 
00:13:10:43:4F:22, 2012-03-03 15:32:33, -83, 1, 4068, 7, OpenWrt
00:15:C7:AB:38:B1, 2012-03-03 15:32:33, -59, 1, 2637, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:32:33, -64, 1, 3988, 5, GTwpaeless
