BSSID, time, power, channel, sequence, essid_length, ESSID
00:15:C7:AA:D5:37, 2012-03-03 15:52:40, -78, 1, 1952, 9, GTvisitorÔ¯C∑òp_	
00:15:C7:AA:D1:A7, 2012-03-03 15:52:40, -71, 1, 2153, 9, GTvisitorÔ¯C∑òp_	
00:22:B0:CB:22:8F, 2012-03-03 15:52:40, -80, 3, 671, 10, MC2LabNetA¯C∑òp_	
00:15:C7:AB:06:07, 2012-03-03 15:52:40, -63, 1, 386, 9, GTvisitorA¯C∑òp_	
00:15:C7:AB:06:01, 2012-03-03 15:52:40, -63, 1, 387, 10, GTwireless¯C∑òp_	
00:13:10:43:4F:22, 2012-03-03 15:52:40, -83, 1, 3887, 7, OpenWrtess¯C∑òp_	
34:08:04:E1:48:58, 2012-03-03 15:52:40, -68, 2, 497, 7, stratusess¯C∑òp_	
00:15:C7:AA:D5:34, 2012-03-03 15:52:40, -78, 1, 1954, 5, GTwpausess¯C∑òp_	
00:15:C7:AA:D1:A4, 2012-03-03 15:52:40, -73, 1, 2159, 5, GTwpausess¯C∑òp_	
00:15:C7:AB:06:04, 2012-03-03 15:52:40, -62, 1, 388, 5, GTwpausess¯C∑òp_	
00:15:C7:AA:D5:37, 2012-03-03 15:52:40, -78, 1, 1955, 9, GTvisitors¯C∑òp_	
00:15:C7:AA:D1:A7, 2012-03-03 15:52:40, -73, 1, 2162, 9, GTvisitors¯C∑òp_	
00:16:9C:48:F1:04, 2012-03-03 15:52:40, -85, 1, 1727, 5, GTwpaitors¯C∑òp_	
00:15:C7:AB:06:07, 2012-03-03 15:52:40, -64, 1, 389, 9, GTvisitors¯C∑òp_	
00:15:C7:AA:D5:31, 2012-03-03 15:52:40, -77, 1, 1956, 10, GTwireless¯C∑òp_	
00:16:9C:48:F1:07, 2012-03-03 15:52:40, -87, 1, 1728, 9, GTvisitors¯C∑òp_	
00:15:C7:AA:D1:A1, 2012-03-03 15:52:40, -72, 1, 2166, 10, GTwireless¯C∑òp_	
00:15:C7:AB:06:01, 2012-03-03 15:52:40, -63, 1, 390, 10, GTwireless¯C∑òp_	
00:13:10:43:4F:22, 2012-03-03 15:52:40, -83, 1, 3889, 7, OpenWrtess¯C∑òp_	
00:15:C7:AA:D5:34, 2012-03-03 15:52:40, -77, 1, 1957, 5, GTwpartess¯C∑òp_	
00:15:C7:AA:D1:A4, 2012-03-03 15:52:40, -72, 1, 2170, 5, GTwpartess¯C∑òp_	
00:15:C7:AB:06:04, 2012-03-03 15:52:40, -64, 1, 391, 5, GTwpa
00:15:C7:AA:D5:37, 2012-03-03 15:52:40, -77, 1, 1958, 9, GTvisitor
00:15:C7:AA:D1:A7, 2012-03-03 15:52:40, -71, 1, 2171, 9, GTvisitor
00:16:9C:48:F1:04, 2012-03-03 15:52:40, -86, 1, 1730, 5, GTwpaitor
00:15:C7:AB:06:07, 2012-03-03 15:52:40, -63, 1, 392, 9, GTvisitor
00:16:9C:48:F1:07, 2012-03-03 15:52:40, -82, 1, 1734, 9, GTvisitor
00:15:C7:AA:D1:A1, 2012-03-03 15:52:40, -77, 1, 2178, 10, GTwireless
00:15:C7:AB:06:01, 2012-03-03 15:52:40, -63, 1, 396, 10, GTwireless
00:13:10:43:4F:22, 2012-03-03 15:52:40, -84, 1, 3890, 7, OpenWrtess
34:08:04:E1:48:58, 2012-03-03 15:52:40, -69, 2, 499, 7, stratusess
00:15:C7:AA:D5:34, 2012-03-03 15:52:40, -75, 1, 1963, 5, GTwpausess
00:16:9C:48:F1:01, 2012-03-03 15:52:40, -81, 1, 1735, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:52:40, -76, 1, 2182, 5, GTwpaeless
00:15:C7:AB:06:04, 2012-03-03 15:52:40, -64, 1, 397, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:52:40, -76, 1, 1964, 9, GTvisitor
00:15:C7:AA:D1:A7, 2012-03-03 15:52:40, -76, 1, 2183, 9, GTvisitor
00:22:B0:CB:22:8F, 2012-03-03 15:52:40, -79, 3, 674, 10, MC2LabNetA
00:16:9C:48:F1:04, 2012-03-03 15:52:40, -81, 1, 1736, 5, GTwpabNetA
00:15:C7:AB:06:07, 2012-03-03 15:52:40, -64, 1, 398, 9, GTvisitorA
00:15:C7:AA:D5:31, 2012-03-03 15:52:40, -75, 1, 1965, 10, GTwireless
00:16:9C:48:F1:07, 2012-03-03 15:52:40, -82, 1, 1737, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-03-03 15:52:40, -76, 1, 2187, 10, GTwireless
00:15:C7:AB:06:01, 2012-03-03 15:52:40, -64, 1, 399, 10, GTwireless
00:13:10:43:4F:22, 2012-03-03 15:52:40, -84, 1, 3891, 7, OpenWrtess
34:08:04:E1:48:58, 2012-03-03 15:52:40, -70, 2, 500, 7, stratusess
00:15:C7:AA:D5:34, 2012-03-03 15:52:40, -74, 1, 1966, 5, GTwpausess
00:16:9C:48:F1:01, 2012-03-03 15:52:40, -83, 1, 1741, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:52:40, -78, 1, 2191, 5, GTwpaeless
