BSSID, time, power, channel, sequence, essid_length, ESSID
00:23:69:56:51:AB, 2012-02-26 16:38:30, -55, 3, 757, 9, 
00:23:69:56:51:AB, 2012-02-26 16:38:30, -55, 3, 757, 9, 
00:13:10:43:4F:22, 2012-02-26 16:38:30, -50, 1, 2960, 7, OpenWrt
00:13:10:43:4F:22, 2012-02-26 16:38:30, -50, 1, 2960, 7, OpenWrt
00:15:C7:AB:38:B1, 2012-02-26 16:38:30, -54, 1, 1585, 10, GTwirelessx_∑h
00:15:C7:AB:38:B1, 2012-02-26 16:38:30, -54, 1, 1585, 10, GTwirelessx_∑h
00:19:A9:43:1C:D4, 2012-02-26 16:38:30, -64, 1, 2230, 5, GTwpaelessx_∑h
00:19:A9:43:1C:D4, 2012-02-26 16:38:30, -64, 1, 2230, 5, GTwpaelessx_∑h
00:15:C7:AA:D5:31, 2012-02-26 16:38:30, -55, 1, 2354, 10, GTwirelessx_∑h
00:15:C7:AA:D5:31, 2012-02-26 16:38:30, -55, 1, 2354, 10, GTwirelessx_∑h
08:1F:F3:B3:EB:44, 2012-02-26 16:38:30, -61, 1, 2727, 5, GTwpaelessx_∑h
08:1F:F3:B3:EB:44, 2012-02-26 16:38:30, -61, 1, 2727, 5, GTwpaelessx_∑h
00:15:C7:AA:D1:A4, 2012-02-26 16:38:30, -56, 1, 1271, 5, GTwpaelessx_∑h
00:15:C7:AA:D1:A4, 2012-02-26 16:38:30, -56, 1, 1271, 5, GTwpaelessx_∑h
00:19:A9:43:1C:D7, 2012-02-26 16:38:30, -63, 1, 2231, 9, GTvisitorsx_∑h
00:19:A9:43:1C:D7, 2012-02-26 16:38:30, -63, 1, 2231, 9, GTvisitorsx_∑h
00:15:C7:AB:38:B4, 2012-02-26 16:38:30, -53, 1, 1586, 5, GTwpaitorsx_∑h
00:15:C7:AB:38:B4, 2012-02-26 16:38:30, -53, 1, 1586, 5, GTwpaitorsx_∑h
00:15:C7:AA:D5:34, 2012-02-26 16:38:30, -55, 1, 2355, 5, GTwpaitorsx_∑h
00:15:C7:AA:D5:34, 2012-02-26 16:38:30, -55, 1, 2355, 5, GTwpaitorsx_∑h
00:19:A9:43:1C:D4, 2012-02-26 16:38:30, -63, 1, 2233, 5, GTwpaitorsx_∑h
00:15:C7:AA:D5:31, 2012-02-26 16:38:30, -55, 1, 2360, 10, GTwirelessx_∑h
00:19:A9:43:1C:D7, 2012-02-26 16:38:30, -62, 1, 2234, 9, GTvisitorsx_∑h
00:15:C7:AB:38:B4, 2012-02-26 16:38:30, -53, 1, 1592, 5, GTwpaitorsx_∑h
00:19:A9:43:1C:D1, 2012-02-26 16:38:30, -63, 1, 2235, 10, GTwirelessx_∑h
00:15:C7:AA:D5:37, 2012-02-26 16:38:30, -56, 1, 2362, 9, GTvisitorsx_∑h
08:1F:F3:B3:EB:47, 2012-02-26 16:38:30, -63, 1, 2732, 9, GTvisitorsx_∑h
00:13:10:43:4F:22, 2012-02-26 16:38:30, -51, 1, 2962, 7, OpenWrtorsx_∑h
00:15:C7:AA:D1:A1, 2012-02-26 16:38:30, -53, 1, 1283, 10, GTwirelessx_∑h
08:1F:F3:B3:EB:44, 2012-02-26 16:38:30, -60, 1, 2733, 5, GTwpaelessx_∑h
00:15:C7:AA:D1:A4, 2012-02-26 16:38:30, -51, 1, 1284, 5, GTwpaelessx_∑h
00:15:C7:AB:04:21, 2012-02-26 16:38:30, -51, 1, 972, 10, GTwirelessx_∑h
00:15:C7:AB:38:B4, 2012-02-26 16:38:30, -51, 1, 1598, 5, GTwpaelessx_∑h
00:15:C7:AA:D5:34, 2012-02-26 16:38:30, -56, 1, 2367, 5, GTwpaelessx_∑h
08:1F:F3:B3:EB:41, 2012-02-26 16:38:30, -63, 1, 2734, 10, GTwirelessx_∑h
00:15:C7:AB:38:B7, 2012-02-26 16:38:30, -51, 1, 1599, 9, GTvisitorsx_∑h
00:15:C7:AA:D5:37, 2012-02-26 16:38:30, -56, 1, 2368, 9, GTvisitorsx_∑h
00:15:C7:AB:04:24, 2012-02-26 16:38:30, -51, 1, 973, 5, GTwpaitorsx_∑h
08:1F:F3:B3:EB:47, 2012-02-26 16:38:30, -60, 1, 2735, 9, GTvisitorsx_∑h
00:15:C7:AA:D1:A1, 2012-02-26 16:38:30, -53, 1, 1286, 10, GTwirelessx_∑h
00:19:A9:43:1C:D4, 2012-02-26 16:38:30, -63, 1, 2239, 5, GTwpaelessx_∑h
00:15:C7:AA:D5:31, 2012-02-26 16:38:30, -55, 1, 2369, 10, GTwirelessx_∑h
00:15:C7:AA:D1:A4, 2012-02-26 16:38:30, -53, 1, 1287, 5, GTwpaelessx_∑h
00:19:A9:43:1C:D7, 2012-02-26 16:38:30, -63, 1, 2240, 9, GTvisitorsx_∑h
00:15:C7:AB:04:21, 2012-02-26 16:38:30, -51, 1, 975, 10, GTwirelessx_∑h
00:15:C7:AA:D5:34, 2012-02-26 16:38:30, -55, 1, 2370, 5, GTwpaelessx_∑h
94:44:52:FB:65:B2, 2012-02-26 16:38:30, -69, 1, 1051, 10, belkin.5b2x_∑h
00:15:C7:AA:D1:A7, 2012-02-26 16:38:30, -52, 1, 1288, 9, GTvisitor2x_∑h
00:15:C7:AB:38:B7, 2012-02-26 16:38:30, -51, 1, 1602, 9, GTvisitor2x_∑h
00:23:69:56:51:AB, 2012-02-26 16:38:30, -54, 3, 761, 9, 
00:19:A9:43:1C:D1, 2012-02-26 16:38:30, -63, 1, 2241, 10, GTwirelessx_∑h
00:15:C7:AA:D5:37, 2012-02-26 16:38:30, -54, 1, 2371, 9, GTvisitorsx_∑h
00:13:10:43:4F:22, 2012-02-26 16:38:30, -51, 1, 2964, 7, OpenWrtorsx_∑h
00:15:C7:AB:38:B1, 2012-02-26 16:38:30, -52, 1, 1603, 10, GTwirelessx_∑h
00:19:A9:43:1C:D4, 2012-02-26 16:38:30, -63, 1, 2242, 5, GTwpaelessx_∑h
00:15:C7:AA:D5:31, 2012-02-26 16:38:30, -53, 1, 2372, 10, GTwirelessx_∑h
00:15:C7:AA:D1:A4, 2012-02-26 16:38:30, -53, 1, 1290, 5, GTwpa
08:1F:F3:B3:EB:44, 2012-02-26 16:38:30, -61, 1, 2739, 5, GTwpa
00:19:A9:43:1C:D7, 2012-02-26 16:38:30, -64, 1, 2243, 9, GTvisitor
00:15:C7:AB:04:21, 2012-02-26 16:38:30, -51, 1, 978, 10, GTwireless
00:15:C7:AB:38:B4, 2012-02-26 16:38:30, -51, 1, 1604, 5, GTwpaeless
00:15:C7:AA:D5:34, 2012-02-26 16:38:30, -53, 1, 2373, 5, GTwpaeless
00:23:69:56:51:AB, 2012-02-26 16:38:30, -52, 3, 762, 9, 
08:1F:F3:B3:EB:41, 2012-02-26 16:38:30, -62, 1, 2740, 10, GTwireless
00:15:C7:AA:D5:37, 2012-02-26 16:38:30, -52, 1, 2374, 9, GTvisitors
08:1F:F3:B3:EB:47, 2012-02-26 16:38:30, -61, 1, 2741, 9, GTvisitors
00:13:10:43:4F:22, 2012-02-26 16:38:30, -51, 1, 2965, 7, OpenWrtors
00:15:C7:AA:D1:A1, 2012-02-26 16:38:30, -57, 1, 1292, 10, GTwireless
00:19:A9:43:1C:D4, 2012-02-26 16:38:30, -66, 1, 2245, 5, GTwpaeless
00:15:C7:AA:D5:31, 2012-02-26 16:38:30, -52, 1, 2375, 10, GTwireless
00:15:C7:AB:04:21, 2012-02-26 16:38:30, -50, 1, 981, 10, GTwireless
00:15:C7:AB:38:B4, 2012-02-26 16:38:30, -52, 1, 1607, 5, GTwpa
00:15:C7:AA:D5:34, 2012-02-26 16:38:30, -53, 1, 2376, 5, GTwpa
94:44:52:FB:65:B2, 2012-02-26 16:38:30, -68, 1, 1053, 10, belkin.5b2
00:15:C7:AB:38:B7, 2012-02-26 16:38:30, -53, 1, 1608, 9, GTvisitor2
00:23:69:56:51:AB, 2012-02-26 16:38:30, -53, 3, 763, 9, 
00:15:C7:AB:04:24, 2012-02-26 16:38:30, -50, 1, 982, 5, GTwpa
00:13:10:43:4F:22, 2012-02-26 16:38:30, -51, 1, 2966, 7, OpenWrt
00:15:C7:AB:04:27, 2012-02-26 16:38:30, -50, 1, 983, 9, GTvisitor2
00:15:C7:AB:38:B1, 2012-02-26 16:38:30, -53, 1, 1609, 10, GTwireless
