BSSID, time, power, channel, sequence, essid_length, ESSID
00:15:C7:AB:38:B7, 2012-03-03 15:33:59, -71, 1, 1403, 9, GTvisitorÔàQ∑ò‡C
00:15:C7:AA:D1:A1, 2012-03-03 15:33:59, -74, 1, 2787, 10, GTwirelessàQ∑ò‡C
00:15:C7:AB:04:21, 2012-03-03 15:33:59, -68, 1, 314, 10, GTwirelessàQ∑ò‡C
00:15:C7:AA:D5:34, 2012-03-03 15:33:59, -71, 1, 3002, 5, GTwpaelessàQ∑ò‡C
00:15:C7:AA:D5:37, 2012-03-03 15:33:59, -70, 1, 3003, 9, GTvisitorsàQ∑ò‡C
00:15:C7:AB:04:24, 2012-03-03 15:33:59, -67, 1, 315, 5, GTwpaitorsàQ∑ò‡C
00:15:C7:AB:38:B4, 2012-03-03 15:33:59, -66, 1, 1406, 5, GTwpaitorsàQ∑ò‡C
00:15:C7:AA:D1:A7, 2012-03-03 15:33:59, -71, 1, 2791, 9, GTvisitorsàQ∑ò‡C
00:15:C7:AB:04:27, 2012-03-03 15:33:59, -66, 1, 316, 9, GTvisitorsàQ∑ò‡C
00:15:C7:AA:D5:31, 2012-03-03 15:33:59, -71, 1, 3004, 10, GTwirelessàQ∑ò‡C
00:15:C7:AB:38:B7, 2012-03-03 15:33:59, -65, 1, 1407, 9, GTvisitorsàQ∑ò‡C
00:15:C7:AA:D1:A1, 2012-03-03 15:33:59, -71, 1, 2792, 10, GTwirelessàQ∑ò‡C
00:15:C7:AB:04:21, 2012-03-03 15:33:59, -67, 1, 317, 10, GTwirelessàQ∑ò‡C
00:15:C7:AA:D5:34, 2012-03-03 15:33:59, -71, 1, 3005, 5, GTwpaelessàQ∑ò‡C
00:23:69:56:51:AB, 2012-03-03 15:33:59, -76, 3, 639, 9, 
00:13:10:43:4F:22, 2012-03-03 15:33:59, -73, 1, 835, 7, OpenWrt
00:15:C7:AB:38:B1, 2012-03-03 15:33:59, -65, 1, 1408, 10, GTwirelessàQ∑ò‡C
00:15:C7:AA:D1:A4, 2012-03-03 15:33:59, -73, 1, 2793, 5, GTwpaelessàQ∑ò‡C
00:15:C7:AA:D5:37, 2012-03-03 15:33:59, -71, 1, 3006, 9, GTvisitorsàQ∑ò‡C
00:15:C7:AB:04:24, 2012-03-03 15:33:59, -68, 1, 318, 5, GTwpaitorsàQ∑ò‡C
00:15:C7:AB:38:B4, 2012-03-03 15:33:59, -70, 1, 1412, 5, GTwpaitorsàQ∑ò‡C
00:15:C7:AA:D1:A7, 2012-03-03 15:33:59, -72, 1, 2794, 9, GTvisitorsàQ∑ò‡C
08:1F:F3:B3:EB:41, 2012-03-03 15:33:59, -81, 1, 1861, 10, GTwirelessàQ∑ò‡C
00:15:C7:AB:04:27, 2012-03-03 15:33:59, -67, 1, 319, 9, GTvisitor
08:1F:F3:B3:EB:47, 2012-03-03 15:33:59, -80, 1, 1862, 9, GTvisitor
00:15:C7:AA:D5:31, 2012-03-03 15:33:59, -72, 1, 3007, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:33:59, -69, 1, 1413, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-03-03 15:33:59, -72, 1, 2795, 10, GTwireless
00:15:C7:AB:04:21, 2012-03-03 15:33:59, -66, 1, 320, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:33:59, -72, 1, 3008, 5, GTwpaeless
00:23:69:56:51:AB, 2012-03-03 15:33:59, -76, 3, 640, 9, 
00:13:10:43:4F:22, 2012-03-03 15:33:59, -75, 1, 836, 7, OpenWrt
00:15:C7:AB:38:B1, 2012-03-03 15:33:59, -69, 1, 1414, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:33:59, -72, 1, 2796, 5, GTwpaeless
08:1F:F3:B3:EB:44, 2012-03-03 15:33:59, -79, 1, 1863, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:33:59, -72, 1, 3009, 9, GTvisitors
00:15:C7:AB:04:24, 2012-03-03 15:33:59, -67, 1, 321, 5, GTwpaitors
00:15:C7:AB:04:27, 2012-03-03 15:33:59, -68, 1, 322, 9, GTvisitors
00:15:C7:AA:D5:31, 2012-03-03 15:33:59, -71, 1, 3010, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:33:59, -68, 1, 1416, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-03-03 15:33:59, -72, 1, 2798, 10, GTwireless
00:15:C7:AB:04:21, 2012-03-03 15:33:59, -67, 1, 323, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:33:59, -71, 1, 3011, 5, GTwpaeless
00:23:69:56:51:AB, 2012-03-03 15:33:59, -74, 3, 641, 9, 
00:13:10:43:4F:22, 2012-03-03 15:33:59, -76, 1, 837, 7, OpenWrt
00:15:C7:AB:38:B1, 2012-03-03 15:33:59, -69, 1, 1417, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:33:59, -73, 1, 2799, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:33:59, -72, 1, 3012, 9, GTvisitors
00:15:C7:AB:04:24, 2012-03-03 15:33:59, -66, 1, 324, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:33:59, -71, 1, 1418, 5, GTwpaitors
00:15:C7:AA:D1:A7, 2012-03-03 15:33:59, -74, 1, 2800, 9, GTvisitors
08:1F:F3:B3:EB:41, 2012-03-03 15:34:00, -80, 1, 1867, 10, GTwireless
00:15:C7:AB:04:27, 2012-03-03 15:34:00, -66, 1, 325, 9, GTvisitors
00:15:C7:AA:D5:31, 2012-03-03 15:34:00, -72, 1, 3013, 10, GTwireless
08:1F:F3:B3:EB:47, 2012-03-03 15:34:00, -81, 1, 1868, 9, GTvisitors
00:15:C7:AB:38:B7, 2012-03-03 15:34:00, -71, 1, 1419, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-03-03 15:34:00, -72, 1, 2801, 10, GTwireless
00:15:C7:AB:04:21, 2012-03-03 15:34:00, -66, 1, 326, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:34:00, -73, 1, 3014, 5, GTwpaeless
00:23:69:56:51:AB, 2012-03-03 15:34:00, -76, 3, 642, 9, 
00:13:10:43:4F:22, 2012-03-03 15:34:00, -75, 1, 838, 7, OpenWrt
00:15:C7:AB:38:B1, 2012-03-03 15:34:00, -68, 1, 1420, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:34:00, -71, 1, 2802, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:34:00, -72, 1, 3015, 9, GTvisitors
00:15:C7:AB:04:24, 2012-03-03 15:34:00, -66, 1, 327, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:34:00, -66, 1, 1421, 5, GTwpaitors
00:15:C7:AA:D1:A7, 2012-03-03 15:34:00, -72, 1, 2803, 9, GTvisitors
08:1F:F3:B3:EB:41, 2012-03-03 15:34:00, -85, 1, 1870, 10, GTwireless
00:15:C7:AB:04:27, 2012-03-03 15:34:00, -68, 1, 328, 9, GTvisitors
00:15:C7:AA:D5:31, 2012-03-03 15:34:00, -73, 1, 3016, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:34:00, -65, 1, 1422, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-03-03 15:34:00, -72, 1, 2804, 10, GTwireless
00:15:C7:AB:04:21, 2012-03-03 15:34:00, -67, 1, 329, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:34:00, -72, 1, 3017, 5, GTwpaeless
00:23:69:56:51:AB, 2012-03-03 15:34:00, -76, 3, 643, 9, 
00:13:10:43:4F:22, 2012-03-03 15:34:00, -73, 1, 839, 7, OpenWrt
00:15:C7:AB:38:B1, 2012-03-03 15:34:00, -65, 1, 1423, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:34:00, -73, 1, 2805, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:34:00, -72, 1, 3018, 9, GTvisitors
00:15:C7:AB:04:24, 2012-03-03 15:34:00, -65, 1, 330, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:34:00, -66, 1, 1424, 5, GTwpaitors
00:15:C7:AA:D1:A7, 2012-03-03 15:34:00, -72, 1, 2806, 9, GTvisitors
00:15:C7:AB:04:27, 2012-03-03 15:34:00, -66, 1, 331, 9, GTvisitors
00:15:C7:AA:D5:31, 2012-03-03 15:34:00, -73, 1, 3019, 10, GTwireless
08:1F:F3:B3:EB:47, 2012-03-03 15:34:00, -80, 1, 1874, 9, GTvisitors
00:15:C7:AB:38:B7, 2012-03-03 15:34:00, -65, 1, 1425, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-03-03 15:34:00, -75, 1, 2807, 10, GTwireless
00:15:C7:AB:04:21, 2012-03-03 15:34:00, -65, 1, 332, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:34:00, -73, 1, 3020, 5, GTwpaeless
00:23:69:56:51:AB, 2012-03-03 15:34:00, -76, 3, 644, 9, 
00:13:10:43:4F:22, 2012-03-03 15:34:00, -74, 1, 840, 7, OpenWrt
00:15:C7:AB:38:B1, 2012-03-03 15:34:00, -68, 1, 1426, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:34:00, -74, 1, 2808, 5, GTwpaeless
08:1F:F3:B3:EB:44, 2012-03-03 15:34:00, -82, 1, 1875, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:34:00, -74, 1, 3021, 9, GTvisitors
00:15:C7:AB:04:24, 2012-03-03 15:34:00, -66, 1, 333, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:34:00, -68, 1, 1427, 5, GTwpaitors
00:15:C7:AB:04:27, 2012-03-03 15:34:00, -65, 1, 334, 9, GTvisitors
00:15:C7:AA:D5:31, 2012-03-03 15:34:00, -75, 1, 3022, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:34:00, -69, 1, 1428, 9, GTvisitors
00:15:C7:AB:04:21, 2012-03-03 15:34:00, -66, 1, 335, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:34:00, -74, 1, 3023, 5, GTwpaeless
00:23:69:56:51:AB, 2012-03-03 15:34:00, -77, 3, 645, 9, 
00:13:10:43:4F:22, 2012-03-03 15:34:00, -74, 1, 841, 7, OpenWrt
00:15:C7:AB:38:B1, 2012-03-03 15:34:00, -68, 1, 1429, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:34:00, -75, 1, 2809, 5, GTwpaeless
08:1F:F3:B3:EB:44, 2012-03-03 15:34:00, -85, 1, 1878, 5, GTwpaeless
00:15:C7:AA:D5:37, 2012-03-03 15:34:00, -75, 1, 3024, 9, GTvisitors
00:15:C7:AB:04:24, 2012-03-03 15:34:00, -67, 1, 336, 5, GTwpaitors
00:15:C7:AB:38:B4, 2012-03-03 15:34:00, -68, 1, 1430, 5, GTwpaitors
00:15:C7:AA:D1:A7, 2012-03-03 15:34:00, -74, 1, 2810, 9, GTvisitors
00:15:C7:AB:04:27, 2012-03-03 15:34:00, -68, 1, 337, 9, GTvisitors
08:1F:F3:B3:EB:41, 2012-03-03 15:34:00, -78, 1, 1879, 10, GTwireless
00:15:C7:AA:D5:31, 2012-03-03 15:34:00, -74, 1, 3025, 10, GTwireless
00:15:C7:AB:38:B7, 2012-03-03 15:34:00, -68, 1, 1431, 9, GTvisitors
08:1F:F3:B3:EB:47, 2012-03-03 15:34:00, -78, 1, 1880, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-03-03 15:34:00, -71, 1, 2811, 10, GTwireless
00:15:C7:AB:04:21, 2012-03-03 15:34:00, -67, 1, 338, 10, GTwireless
00:15:C7:AA:D5:34, 2012-03-03 15:34:00, -73, 1, 3026, 5, GTwpaeless
00:23:69:56:51:AB, 2012-03-03 15:34:00, -74, 3, 646, 9, 
00:13:10:43:4F:22, 2012-03-03 15:34:00, -76, 1, 842, 7, OpenWrt
00:15:C7:AB:38:B1, 2012-03-03 15:34:00, -68, 1, 1432, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:34:00, -71, 1, 2812, 5, GTwpaeless
00:15:C7:AB:04:24, 2012-03-03 15:34:00, -67, 1, 340, 5, GTwpaeless
00:15:C7:AB:38:B4, 2012-03-03 15:34:00, -69, 1, 1433, 5, GTwpaeless
00:15:C7:AA:D1:A7, 2012-03-03 15:34:00, -72, 1, 2813, 9, GTvisitors
00:15:C7:AB:04:27, 2012-03-03 15:34:00, -67, 1, 341, 9, GTvisitors
00:15:C7:AA:D5:31, 2012-03-03 15:34:00, -72, 1, 3028, 10, GTwireless
