BSSID, time, power, channel, sequence, essid_length, ESSID
08:1F:F3:B3:EB:44, 2012-03-31 17:43:03, -76, 1, 856, 5, GTwpa‰œåøÔXE∑ò∞~
08:1F:F3:B3:EB:47, 2012-03-31 17:43:03, -79, 1, 858, 9, GTvisitorÔXE∑ò∞~
00:12:44:B9:1C:D4, 2012-03-31 17:43:03, -61, 1, 1217, 5, GTwpaitorÔXE∑ò∞~
00:13:10:43:4F:22, 2012-03-31 17:43:03, -69, 1, 1627, 7, OpenWrtorÔXE∑ò∞~
00:1C:0E:43:EB:17, 2012-03-31 17:43:03, -74, 1, 2399, 9, GTvisitorÔXE∑ò∞~
00:12:44:B9:1C:D7, 2012-03-31 17:43:03, -62, 1, 1218, 9, GTvisitorÔXE∑ò∞~
08:1F:F3:B3:EB:44, 2012-03-31 17:43:03, -78, 1, 861, 5, GTwpaitorÔXE∑ò∞~
00:1C:0E:43:EB:11, 2012-03-31 17:43:03, -75, 1, 2400, 10, GTwirelessXE∑ò∞~
00:12:44:B9:1C:D1, 2012-03-31 17:43:03, -61, 1, 1219, 10, GTwirelessXE∑ò∞~
08:1F:F3:B3:EB:41, 2012-03-31 17:43:03, -75, 1, 864, 10, GTwirelessXE∑ò∞~
00:1C:0E:43:EB:14, 2012-03-31 17:43:03, -76, 1, 2401, 5, GTwpaelessXE∑ò∞~
08:1F:F3:B3:EB:47, 2012-03-31 17:43:03, -76, 1, 866, 9, GTvisitorsXE∑ò∞~
00:12:44:B9:1C:D4, 2012-03-31 17:43:03, -61, 1, 1220, 5, GTwpaitorsXE∑ò∞~
00:13:10:43:4F:22, 2012-03-31 17:43:03, -62, 1, 1628, 7, OpenWrtorsXE∑ò∞~
00:1C:0E:43:EB:17, 2012-03-31 17:43:03, -75, 1, 2402, 9, GTvisitorsXE∑ò∞~
00:12:44:B9:1C:D7, 2012-03-31 17:43:03, -61, 1, 1221, 9, GTvisitorsXE∑ò∞~
08:1F:F3:B3:EB:44, 2012-03-31 17:43:03, -75, 1, 867, 5, GTwpa
00:1C:0E:43:EB:11, 2012-03-31 17:43:03, -74, 1, 2403, 10, GTwireless
00:12:44:B9:1C:D1, 2012-03-31 17:43:03, -61, 1, 1222, 10, GTwireless
00:23:69:56:51:AB, 2012-03-31 17:43:03, -65, 3, 2766, 9, 
08:1F:F3:B3:EB:41, 2012-03-31 17:43:03, -79, 1, 870, 10, GTwireless
00:1C:0E:43:EB:14, 2012-03-31 17:43:03, -75, 1, 2404, 5, GTwpaeless
00:12:44:B9:1C:D4, 2012-03-31 17:43:03, -61, 1, 1223, 5, GTwpaeless
08:1F:F3:B3:EB:47, 2012-03-31 17:43:03, -79, 1, 871, 9, GTvisitors
00:13:10:43:4F:22, 2012-03-31 17:43:03, -62, 1, 1629, 7, OpenWrtors
00:1C:0E:43:EB:17, 2012-03-31 17:43:03, -74, 1, 2405, 9, GTvisitors
00:12:44:B9:1C:D7, 2012-03-31 17:43:03, -61, 1, 1224, 9, GTvisitors
08:1F:F3:B3:EB:44, 2012-03-31 17:43:03, -79, 1, 872, 5, GTwpa
00:1C:0E:43:EB:11, 2012-03-31 17:43:03, -75, 1, 2406, 10, GTwireless
00:12:44:B9:1C:D1, 2012-03-31 17:43:03, -60, 1, 1225, 10, GTwireless
00:23:69:56:51:AB, 2012-03-31 17:43:03, -66, 3, 2767, 9, 
08:1F:F3:B3:EB:41, 2012-03-31 17:43:03, -74, 1, 873, 10, GTwireless
00:1C:0E:43:EB:14, 2012-03-31 17:43:03, -74, 1, 2407, 5, GTwpaeless
00:12:44:B9:1C:D4, 2012-03-31 17:43:03, -60, 1, 1226, 5, GTwpaeless
08:1F:F3:B3:EB:47, 2012-03-31 17:43:03, -75, 1, 874, 9, GTvisitors
00:13:10:43:4F:22, 2012-03-31 17:43:03, -62, 1, 1630, 7, OpenWrtors
00:1C:0E:43:EB:17, 2012-03-31 17:43:03, -75, 1, 2408, 9, GTvisitors
00:12:44:B9:1C:D7, 2012-03-31 17:43:03, -61, 1, 1227, 9, GTvisitors
08:1F:F3:B3:EB:44, 2012-03-31 17:43:03, -74, 1, 877, 5, GTwpa
00:1C:0E:43:EB:11, 2012-03-31 17:43:03, -74, 1, 2409, 10, GTwireless
00:12:44:B9:1C:D1, 2012-03-31 17:43:03, -60, 1, 1228, 10, GTwireless
00:23:69:56:51:AB, 2012-03-31 17:43:03, -66, 3, 2768, 9, 
08:1F:F3:B3:EB:41, 2012-03-31 17:43:03, -80, 1, 880, 10, GTwireless
00:1C:0E:43:EB:14, 2012-03-31 17:43:03, -74, 1, 2410, 5, GTwpaeless
00:12:44:B9:1C:D4, 2012-03-31 17:43:03, -61, 1, 1229, 5, GTwpaeless
08:1F:F3:B3:EB:47, 2012-03-31 17:43:03, -80, 1, 883, 9, GTvisitors
00:13:10:43:4F:22, 2012-03-31 17:43:03, -60, 1, 1631, 7, OpenWrtors
00:1C:0E:43:EB:17, 2012-03-31 17:43:03, -75, 1, 2411, 9, GTvisitors
00:12:44:B9:1C:D7, 2012-03-31 17:43:03, -60, 1, 1230, 9, GTvisitors
08:1F:F3:B3:EB:44, 2012-03-31 17:43:03, -80, 1, 888, 5, GTwpa
00:1C:0E:43:EB:11, 2012-03-31 17:43:03, -75, 1, 2412, 10, GTwireless
00:12:44:B9:1C:D1, 2012-03-31 17:43:03, -61, 1, 1231, 10, GTwireless
00:23:69:56:51:AB, 2012-03-31 17:43:03, -72, 3, 2769, 9, 
