BSSID, time, power, channel, sequence, essid_length, ESSID
00:15:C7:AA:D1:A4, 2012-02-26 13:22:25, -34, 1, 3785, 5, GTwpaT˘ÓøÔxY∑ò@	
00:15:C7:AA:D5:34, 2012-02-26 13:22:25, -79, 1, 532, 5, GTwpaT˘ÓøÔxY∑ò@	
94:44:52:FB:65:B2, 2012-02-26 13:22:25, -85, 1, 3659, 10, belkin.5b2xY∑ò@	
00:15:C7:AA:D5:37, 2012-02-26 13:22:25, -79, 1, 533, 9, GTvisitor2xY∑ò@	
00:15:C7:AA:D1:A1, 2012-02-26 13:22:25, -33, 1, 3789, 10, GTwirelessxY∑ò@	
00:15:C7:AA:D1:A4, 2012-02-26 13:22:26, -34, 1, 3790, 5, GTwpaelessxY∑ò@	
00:15:C7:AB:38:B4, 2012-02-26 13:22:26, -85, 1, 4094, 5, GTwpaelessxY∑ò@	
00:15:C7:AA:D5:34, 2012-02-26 13:22:26, -77, 1, 535, 5, GTwpaelessxY∑ò@	
00:15:C7:AA:D1:A7, 2012-02-26 13:22:26, -35, 1, 3791, 9, GTvisitorsxY∑ò@	
94:44:52:FB:65:B2, 2012-02-26 13:22:26, -86, 1, 3660, 10, belkin.5b2xY∑ò@	
00:15:C7:AA:D5:37, 2012-02-26 13:22:26, -78, 1, 536, 9, GTvisitor2xY∑ò@	
00:15:C7:AA:D1:A1, 2012-02-26 13:22:26, -34, 1, 3793, 10, GTwirelessxY∑ò@	
00:15:C7:AB:38:B1, 2012-02-26 13:22:26, -85, 1, 0, 10, GTwirelessxY∑ò@	
34:08:04:E1:48:58, 2012-02-26 13:22:26, -88, 2, 2551, 7, stratus
00:15:C7:AA:D1:A4, 2012-02-26 13:22:26, -34, 1, 3794, 5, GTwpaus
00:15:C7:AB:38:B4, 2012-02-26 13:22:26, -85, 1, 1, 5, GTwpaus
00:15:C7:AA:D5:34, 2012-02-26 13:22:26, -78, 1, 538, 5, GTwpaus
00:15:C7:AA:D1:A7, 2012-02-26 13:22:26, -50, 1, 3795, 9, GTvisitor
00:15:C7:AB:38:B7, 2012-02-26 13:22:26, -86, 1, 2, 9, GTvisitor
94:44:52:FB:65:B2, 2012-02-26 13:22:26, -85, 1, 3661, 10, belkin.5b2
00:15:C7:AA:D1:A1, 2012-02-26 13:22:26, -87, 1, 3799, 10, GTwireless
00:15:C7:AA:D5:31, 2012-02-26 13:22:26, -80, 1, 540, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-02-26 13:22:26, -34, 1, 3800, 5, GTwpa
00:15:C7:AB:04:21, 2012-02-26 13:22:26, -84, 1, 10, 10, GTwireless
00:15:C7:AA:D5:34, 2012-02-26 13:22:26, -79, 1, 541, 5, GTwpaeless
00:15:C7:AA:D1:A7, 2012-02-26 13:22:26, -33, 1, 3801, 9, GTvisitors
94:44:52:FB:65:B2, 2012-02-26 13:22:26, -83, 1, 3662, 10, belkin.5b2
00:15:C7:AA:D5:37, 2012-02-26 13:22:26, -78, 1, 542, 9, GTvisitor2
00:15:C7:AA:D1:A1, 2012-02-26 13:22:26, -32, 1, 3802, 10, GTwireless
34:08:04:E1:48:58, 2012-02-26 13:22:26, -77, 2, 2553, 7, stratusess
00:15:C7:AA:D1:A4, 2012-02-26 13:22:26, -33, 1, 3803, 5, GTwpa
00:15:C7:AB:38:B4, 2012-02-26 13:22:26, -86, 1, 7, 5, GTwpa
00:15:C7:AA:D5:34, 2012-02-26 13:22:26, -79, 1, 544, 5, GTwpa
