BSSID, time, power, channel, sequence, essid_length, ESSID
00:13:10:43:4F:22, 2012-02-26 13:37:13, -83, 1, 2290, 7, OpenWrt‚øÔ8S∑òê´	
00:15:C7:AA:D1:A1, 2012-02-26 13:37:13, -73, 1, 2424, 10, GTwireless8S∑òê´	
00:15:C7:AB:04:27, 2012-02-26 13:37:13, -77, 1, 2975, 9, GTvisitors8S∑òê´	
00:15:C7:AB:38:B1, 2012-02-26 13:37:13, -56, 1, 3535, 10, GTwireless8S∑òê´	
00:15:C7:AA:D5:31, 2012-02-26 13:37:13, -67, 1, 3950, 10, GTwireless8S∑òê´	
00:15:C7:AA:D1:A7, 2012-02-26 13:37:13, -72, 1, 2426, 9, GTvisitors8S∑òê´	
94:44:52:FB:65:B2, 2012-02-26 13:37:13, -85, 1, 372, 10, belkin.5b28S∑òê´	
00:15:C7:AB:38:B7, 2012-02-26 13:37:13, -56, 1, 3537, 9, GTvisitor28S∑òê´	
00:15:C7:AA:D5:37, 2012-02-26 13:37:13, -67, 1, 3952, 9, GTvisitor28S∑òê´	
00:15:C7:AB:04:24, 2012-02-26 13:37:13, -79, 1, 2977, 5, GTwpaitor28S∑òê´	
00:13:10:43:4F:22, 2012-02-26 13:37:13, -84, 1, 2291, 7, OpenWrtor28S∑òê´	
34:08:04:E1:48:58, 2012-02-26 13:37:13, -86, 2, 3024, 7, stratusor28S∑òê´	
00:15:C7:AA:D1:A1, 2012-02-26 13:37:13, -73, 1, 2427, 10, GTwireless8S∑òê´	
00:15:C7:AB:04:27, 2012-02-26 13:37:13, -77, 1, 2978, 9, GTvisitors8S∑òê´	
00:15:C7:AB:38:B1, 2012-02-26 13:37:13, -57, 1, 3538, 10, GTwireless8S∑òê´	
00:15:C7:AA:D5:31, 2012-02-26 13:37:13, -65, 1, 3953, 10, GTwireless8S∑òê´	
00:15:C7:AA:D1:A4, 2012-02-26 13:37:13, -73, 1, 2428, 5, GTwpaeless8S∑òê´	
00:15:C7:AB:04:21, 2012-02-26 13:37:13, -77, 1, 2979, 10, GTwireless8S∑òê´	
00:15:C7:AB:38:B4, 2012-02-26 13:37:13, -56, 1, 3539, 5, GTwpaeless8S∑òê´	
00:15:C7:AA:D5:34, 2012-02-26 13:37:13, -67, 1, 3954, 5, GTwpaeless8S∑òê´	
00:15:C7:AA:D1:A7, 2012-02-26 13:37:13, -72, 1, 2429, 9, GTvisitors8S∑òê´	
94:44:52:FB:65:B2, 2012-02-26 13:37:13, -85, 1, 373, 10, belkin.5b28S∑òê´	
00:15:C7:AB:38:B7, 2012-02-26 13:37:13, -56, 1, 3540, 9, GTvisitor28S∑òê´	
00:15:C7:AA:D5:37, 2012-02-26 13:37:13, -66, 1, 3955, 9, GTvisitor28S∑òê´	
00:15:C7:AB:04:24, 2012-02-26 13:37:13, -78, 1, 2980, 5, GTwpaitor28S∑òê´	
00:13:10:43:4F:22, 2012-02-26 13:37:13, -84, 1, 2292, 7, OpenWrt
