BSSID, time, power, channel, sequence, essid_length, ESSID
00:15:C7:AA:D1:A4, 2012-02-26 13:28:23, -61, 1, 603, 5, GTwpa‘’‹øÔ»^∑ò`˚
00:15:C7:AA:D1:A7, 2012-02-26 13:28:23, -61, 1, 605, 9, GTvisitorÔ»^∑ò`˚
00:15:C7:AA:D1:A4, 2012-02-26 13:28:23, -62, 1, 607, 5, GTwpaitorÔ»^∑ò`˚
00:15:C7:AA:D1:A7, 2012-02-26 13:28:23, -63, 1, 608, 9, GTvisitorÔ»^∑ò`˚
9C:4E:20:C9:3F:91, 2012-02-26 13:28:23, -85, 1, 3919, 10, GTwireless»^∑ò`˚
00:22:B0:CB:22:8F, 2012-02-26 13:28:23, -66, 3, 1497, 10, MC2LabNetA
00:15:C7:AA:D1:A4, 2012-02-26 13:28:23, -63, 1, 610, 5, GTwpabNetA
00:15:C7:AA:D1:A7, 2012-02-26 13:28:23, -62, 1, 611, 9, GTvisitorA
00:15:C7:AA:D1:A1, 2012-02-26 13:28:23, -62, 1, 612, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-02-26 13:28:23, -62, 1, 613, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:23, -62, 1, 614, 9, GTvisitor
94:44:52:FB:65:B2, 2012-02-26 13:28:23, -84, 1, 3226, 10, belkin.5b2
34:08:04:E1:48:58, 2012-02-26 13:28:23, -78, 2, 1949, 7, stratus
00:15:C7:AA:D1:A4, 2012-02-26 13:28:23, -63, 1, 616, 5, GTwpaus
00:15:C7:AA:D1:A7, 2012-02-26 13:28:23, -62, 1, 617, 9, GTvisitor
00:22:B0:CB:22:8F, 2012-02-26 13:28:23, -67, 3, 1500, 10, MC2LabNetA
00:15:C7:AA:D1:A4, 2012-02-26 13:28:23, -60, 1, 619, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:24, -60, 1, 620, 9, GTvisitor
00:15:C7:AB:5A:81, 2012-02-26 13:28:24, -85, 1, 1808, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-02-26 13:28:24, -60, 1, 622, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:24, -60, 1, 623, 9, GTvisitor
00:15:C7:AB:06:04, 2012-02-26 13:28:24, -83, 1, 2182, 5, GTwpaitor
00:15:C7:AA:D1:A4, 2012-02-26 13:28:24, -63, 1, 625, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:24, -62, 1, 626, 9, GTvisitor
00:15:C7:AA:D1:A4, 2012-02-26 13:28:24, -56, 1, 628, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:24, -53, 1, 629, 9, GTvisitor
00:15:C7:AB:06:04, 2012-02-26 13:28:24, -82, 1, 2188, 5, GTwpaitor
00:15:C7:AB:06:07, 2012-02-26 13:28:24, -82, 1, 2189, 9, GTvisitor
00:15:C7:AA:D1:A4, 2012-02-26 13:28:24, -54, 1, 631, 5, GTwpa
9C:4E:20:C9:3F:94, 2012-02-26 13:28:24, -84, 1, 3942, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:24, -81, 1, 2190, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:24, -53, 1, 632, 9, GTvisitors
00:15:C7:AB:06:07, 2012-02-26 13:28:24, -81, 1, 2192, 9, GTvisitors
00:15:C7:AA:D1:A4, 2012-02-26 13:28:24, -52, 1, 634, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:24, -81, 1, 2193, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:24, -54, 1, 635, 9, GTvisitors
94:44:52:FB:65:B2, 2012-02-26 13:28:24, -86, 1, 3233, 10, belkin.5b2
00:15:C7:AB:06:04, 2012-02-26 13:28:24, -80, 1, 2194, 5, GTwpan.5b2
00:15:C7:AA:D1:A4, 2012-02-26 13:28:24, -53, 1, 637, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:24, -52, 1, 638, 9, GTvisitor
00:15:C7:AB:06:04, 2012-02-26 13:28:24, -81, 1, 2197, 5, GTwpaitor
9C:4E:20:C9:3F:91, 2012-02-26 13:28:24, -85, 1, 3949, 10, GTwireless
00:15:C7:AB:06:07, 2012-02-26 13:28:24, -82, 1, 2198, 9, GTvisitors
00:15:C7:AB:06:04, 2012-02-26 13:28:24, -78, 1, 2200, 5, GTwpa
00:15:C7:AA:D1:A4, 2012-02-26 13:28:24, -53, 1, 644, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:24, -53, 1, 645, 9, GTvisitor
94:44:52:FB:65:B2, 2012-02-26 13:28:24, -86, 1, 3236, 10, belkin.5b2
00:15:C7:AB:06:04, 2012-02-26 13:28:24, -80, 1, 2203, 5, GTwpan.5b2
00:22:B0:CB:22:8F, 2012-02-26 13:28:24, -68, 3, 1509, 10, MC2LabNetA
00:15:C7:AA:D1:A4, 2012-02-26 13:28:24, -54, 1, 647, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:24, -80, 1, 2205, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:24, -53, 1, 649, 9, GTvisitors
34:08:04:E1:48:58, 2012-02-26 13:28:24, -83, 2, 1960, 7, stratusors
00:15:C7:AA:D1:A4, 2012-02-26 13:28:25, -53, 1, 651, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:25, -53, 1, 652, 9, GTvisitor
94:44:52:FB:65:B2, 2012-02-26 13:28:25, -86, 1, 3238, 10, belkin.5b2
00:15:C7:AB:06:07, 2012-02-26 13:28:25, -79, 1, 2210, 9, GTvisitor2
00:15:C7:AA:D1:A4, 2012-02-26 13:28:25, -54, 1, 654, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:25, -80, 1, 2211, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:25, -53, 1, 656, 9, GTvisitors
94:44:52:FB:65:B2, 2012-02-26 13:28:25, -85, 1, 3239, 10, belkin.5b2
00:15:C7:AB:06:04, 2012-02-26 13:28:25, -79, 1, 2212, 5, GTwpan.5b2
00:15:C7:AB:06:07, 2012-02-26 13:28:25, -80, 1, 2213, 9, GTvisitor2
00:15:C7:AA:D1:A4, 2012-02-26 13:28:25, -53, 1, 658, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:25, -79, 1, 2214, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:25, -53, 1, 659, 9, GTvisitors
00:15:C7:AB:06:04, 2012-02-26 13:28:25, -79, 1, 2215, 5, GTwpaitors
00:22:B0:CB:22:8F, 2012-02-26 13:28:25, -66, 3, 1513, 10, MC2LabNetA
00:15:C7:AB:06:07, 2012-02-26 13:28:25, -79, 1, 2216, 9, GTvisitorA
00:15:C7:AA:D1:A4, 2012-02-26 13:28:25, -55, 1, 661, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:25, -78, 1, 2217, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:25, -55, 1, 662, 9, GTvisitors
94:44:52:FB:65:B2, 2012-02-26 13:28:25, -83, 1, 3241, 10, belkin.5b2
00:15:C7:AB:06:07, 2012-02-26 13:28:25, -80, 1, 2219, 9, GTvisitor2
00:15:C7:AA:D1:A4, 2012-02-26 13:28:25, -52, 1, 664, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:25, -81, 1, 2220, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:25, -53, 1, 665, 9, GTvisitors
00:15:C7:AA:D1:A4, 2012-02-26 13:28:25, -51, 1, 667, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:25, -83, 1, 2223, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:25, -53, 1, 669, 9, GTvisitors
00:15:C7:AB:06:07, 2012-02-26 13:28:25, -83, 1, 2225, 9, GTvisitors
00:15:C7:AA:D1:A4, 2012-02-26 13:28:25, -52, 1, 671, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:25, -52, 1, 672, 9, GTvisitor
00:15:C7:AB:06:04, 2012-02-26 13:28:25, -83, 1, 2227, 5, GTwpaitor
00:15:C7:AB:06:07, 2012-02-26 13:28:25, -83, 1, 2228, 9, GTvisitor
00:15:C7:AA:D1:A4, 2012-02-26 13:28:25, -52, 1, 675, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:25, -53, 1, 676, 9, GTvisitor
00:15:C7:AA:D1:A1, 2012-02-26 13:28:25, -53, 1, 677, 10, GTwireless
00:15:C7:AB:06:07, 2012-02-26 13:28:25, -85, 1, 2231, 9, GTvisitors
00:15:C7:AA:D1:A4, 2012-02-26 13:28:25, -52, 1, 678, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:25, -83, 1, 2232, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:25, -53, 1, 679, 9, GTvisitors
00:15:C7:AA:D1:A4, 2012-02-26 13:28:25, -55, 1, 681, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:25, -84, 1, 2235, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:25, -57, 1, 682, 9, GTvisitors
00:22:B0:CB:22:8F, 2012-02-26 13:28:26, -67, 3, 1520, 10, MC2LabNetA
00:15:C7:AB:06:07, 2012-02-26 13:28:26, -82, 1, 2237, 9, GTvisitorA
00:15:C7:AA:D1:A4, 2012-02-26 13:28:26, -57, 1, 684, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:26, -82, 1, 2238, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:26, -55, 1, 685, 9, GTvisitors
00:15:C7:AB:06:07, 2012-02-26 13:28:26, -84, 1, 2240, 9, GTvisitors
00:15:C7:AA:D1:A4, 2012-02-26 13:28:26, -60, 1, 688, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:26, -60, 1, 689, 9, GTvisitor
00:15:C7:AA:D1:A1, 2012-02-26 13:28:26, -60, 1, 690, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-02-26 13:28:26, -60, 1, 691, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:26, -60, 1, 692, 9, GTvisitor
94:44:52:FB:65:B2, 2012-02-26 13:28:26, -87, 1, 3250, 10, belkin.5b2
00:22:B0:CB:22:8F, 2012-02-26 13:28:26, -66, 3, 1523, 10, MC2LabNetA
00:15:C7:AA:D1:A4, 2012-02-26 13:28:26, -61, 1, 694, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:26, -61, 1, 695, 9, GTvisitor
00:22:B0:CB:22:8F, 2012-02-26 13:28:26, -67, 3, 1524, 10, MC2LabNetA
00:15:C7:AA:D1:A4, 2012-02-26 13:28:26, -62, 1, 697, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:26, -86, 1, 2250, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:26, -63, 1, 698, 9, GTvisitors
00:22:B0:CB:22:8F, 2012-02-26 13:28:26, -68, 3, 1525, 10, MC2LabNetA
00:15:C7:AB:06:07, 2012-02-26 13:28:26, -85, 1, 2252, 9, GTvisitorA
00:15:C7:AA:D1:A4, 2012-02-26 13:28:26, -62, 1, 700, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:26, -61, 1, 701, 9, GTvisitor
00:15:C7:AB:06:07, 2012-02-26 13:28:26, -85, 1, 2255, 9, GTvisitor
00:15:C7:AA:D1:A4, 2012-02-26 13:28:26, -62, 1, 703, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:26, -85, 1, 2256, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:26, -59, 1, 704, 9, GTvisitors
34:08:04:E1:48:58, 2012-02-26 13:28:26, -84, 2, 1977, 7, stratusors
00:15:C7:AA:D1:A4, 2012-02-26 13:28:26, -56, 1, 706, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:26, -56, 1, 707, 9, GTvisitor
34:08:04:E1:48:58, 2012-02-26 13:28:26, -83, 2, 1978, 7, stratusor
00:15:C7:AA:D1:A4, 2012-02-26 13:28:26, -57, 1, 709, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:26, -56, 1, 710, 9, GTvisitor
34:08:04:E1:48:58, 2012-02-26 13:28:26, -81, 2, 1979, 7, stratusor
00:15:C7:AA:D1:A4, 2012-02-26 13:28:26, -54, 1, 712, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:26, -56, 1, 713, 9, GTvisitor
00:22:B0:CB:22:8F, 2012-02-26 13:28:27, -70, 3, 1530, 10, MC2LabNetA»^∑ËZ 	
34:08:04:E1:48:58, 2012-02-26 13:28:27, -82, 2, 1980, 7, stratusetA»^∑ËZ 	
00:15:C7:AA:D1:A4, 2012-02-26 13:28:27, -59, 1, 715, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:27, -57, 1, 716, 9, GTvisitor
94:44:52:FB:65:B2, 2012-02-26 13:28:27, -89, 1, 3258, 10, belkin.5b2
00:15:C7:AA:D1:A4, 2012-02-26 13:28:27, -59, 1, 722, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:27, -57, 1, 728, 9, GTvisitor
34:08:04:E1:48:58, 2012-02-26 13:28:27, -83, 2, 1982, 7, stratusor
00:15:C7:AA:D1:A4, 2012-02-26 13:28:27, -56, 1, 730, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:27, -86, 1, 2282, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:27, -59, 1, 731, 9, GTvisitors
00:22:B0:CB:22:8F, 2012-02-26 13:28:27, -68, 3, 1533, 10, MC2LabNetA
34:08:04:E1:48:58, 2012-02-26 13:28:27, -84, 2, 1983, 7, stratusetA
00:15:C7:AA:D1:A4, 2012-02-26 13:28:27, -62, 1, 733, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:27, -61, 1, 734, 9, GTvisitor
94:44:52:FB:65:B2, 2012-02-26 13:28:27, -84, 1, 3261, 10, belkin.5b2
00:22:B0:CB:22:8F, 2012-02-26 13:28:27, -63, 3, 1534, 10, MC2LabNetA
00:15:C7:AA:D1:A4, 2012-02-26 13:28:27, -62, 1, 739, 5, GTwpa
00:15:C7:AB:06:01, 2012-02-26 13:28:27, -86, 1, 2291, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-02-26 13:28:27, -62, 1, 740, 9, GTvisitors
94:44:52:FB:65:B2, 2012-02-26 13:28:27, -87, 1, 3262, 10, belkin.5b2
00:15:C7:AA:D1:A4, 2012-02-26 13:28:27, -58, 1, 745, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-02-26 13:28:27, -58, 1, 746, 9, GTvisitor
