BSSID, time, power, channel, sequence, essid_length, ESSID
00:16:9C:48:EF:E1, 2012-03-03 15:27:49, -69, 11, 1305, 10, GTwirelessXZ∑ò†I	
C4:3D:C7:B0:AE:9F, 2012-03-03 15:27:49, -84, 11, 1054, 9, joon-ucapsXZ∑ò†I	
00:15:C7:AA:D6:61, 2012-03-03 15:27:49, -75, 11, 695, 10, GTwirelessXZ∑ò†I	
00:16:9C:48:EF:E7, 2012-03-03 15:27:49, -70, 11, 1307, 9, GTvisitorsXZ∑ò†I	
00:15:C7:AA:D6:67, 2012-03-03 15:27:49, -75, 11, 697, 9, GTvisitorsXZ∑ò†I	
C4:3D:C7:9D:E1:42, 2012-03-03 15:27:49, -85, 11, 2956, 7, BISmarkorsXZ∑ò†I	
9C:4E:20:C9:3F:91, 2012-03-03 15:27:49, -83, 1, 1551, 10, GTwirelessXZ∑ò†I	
00:22:B0:CB:22:8F, 2012-03-03 15:27:49, -66, 3, 2499, 10, MC2LabNetAXZ∑ò†I	
00:15:C7:AB:06:01, 2012-03-03 15:27:49, -81, 1, 1908, 10, GTwirelessXZ∑ò†I	
00:15:C7:AA:D1:A1, 2012-03-03 15:27:49, -63, 1, 2274, 10, GTwirelessXZ∑ò†I	
00:13:10:43:4F:22, 2012-03-03 15:27:49, -87, 1, 1235, 7, OpenWrtessXZ∑ò†I	
00:15:C7:AA:D1:A4, 2012-03-03 15:27:49, -65, 1, 2275, 5, GTwpa
00:15:C7:AB:06:07, 2012-03-03 15:27:49, -80, 1, 1910, 9, GTvisitor
00:15:C7:AA:D1:A7, 2012-03-03 15:27:49, -65, 1, 2276, 9, GTvisitor
00:22:B0:CB:22:8F, 2012-03-03 15:27:49, -68, 3, 2500, 10, MC2LabNetA
00:15:C7:AB:06:01, 2012-03-03 15:27:49, -80, 1, 1911, 10, GTwireless
00:15:C7:AA:D1:A1, 2012-03-03 15:27:49, -64, 1, 2277, 10, GTwireless
00:13:10:43:4F:22, 2012-03-03 15:27:49, -89, 1, 1236, 7, OpenWrtess
34:08:04:E1:48:58, 2012-03-03 15:27:49, -85, 2, 2359, 7, stratusess
00:15:C7:AB:06:04, 2012-03-03 15:27:49, -81, 1, 1912, 5, GTwpa
00:15:C7:AA:D1:A4, 2012-03-03 15:27:49, -64, 1, 2278, 5, GTwpa
9C:4E:20:C9:3F:94, 2012-03-03 15:27:49, -84, 1, 1556, 5, GTwpa
00:15:C7:AB:06:07, 2012-03-03 15:27:49, -83, 1, 1913, 9, GTvisitor
00:15:C7:AA:D1:A7, 2012-03-03 15:27:49, -61, 1, 2279, 9, GTvisitor
00:15:C7:AB:06:01, 2012-03-03 15:27:49, -81, 1, 1914, 10, GTwireless
00:15:C7:AA:D1:A1, 2012-03-03 15:27:49, -60, 1, 2280, 10, GTwireless
00:15:C7:AB:06:04, 2012-03-03 15:27:49, -80, 1, 1915, 5, GTwpa
00:15:C7:AA:D1:A4, 2012-03-03 15:27:49, -61, 1, 2281, 5, GTwpa
00:15:C7:AA:D1:A7, 2012-03-03 15:27:49, -59, 1, 2282, 9, GTvisitor
00:22:B0:CB:22:8F, 2012-03-03 15:27:49, -69, 3, 2502, 10, MC2LabNetA
9C:4E:20:C9:3F:97, 2012-03-03 15:27:49, -84, 1, 1561, 9, GTvisitorA
00:15:C7:AA:D1:A1, 2012-03-03 15:27:49, -60, 1, 2283, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-03 15:27:50, -62, 1, 2284, 5, GTwpaeless
00:15:C7:AB:06:07, 2012-03-03 15:27:50, -81, 1, 1919, 9, GTvisitors
00:15:C7:AA:D1:A7, 2012-03-03 15:27:50, -61, 1, 2285, 9, GTvisitors
00:22:B0:CB:22:8F, 2012-03-03 15:27:50, -69, 3, 2503, 10, MC2LabNetA
00:15:C7:AB:06:01, 2012-03-03 15:27:50, -84, 1, 1920, 10, GTwireless
