BSSID, time, power, channel, sequence, essid_length, ESSID
00:16:9C:48:F1:04, 2012-03-03 15:42:35, -86, 1, 2182, 5, GTwpa´n°¿ïHV·€0o	
00:15:C7:AB:04:27, 2012-03-03 15:42:35, -65, 1, 69, 9, GTvisitorïHV·€0o	
00:15:C7:AA:D5:31, 2012-03-03 15:42:35, -50, 1, 4089, 10, GTwirelessHV·€0o	
00:15:C7:AB:38:B7, 2012-03-03 15:42:35, -78, 1, 1666, 9, GTvisitorsHV·€0o	
00:15:C7:AA:D1:A1, 2012-03-03 15:42:35, -83, 1, 3468, 10, GTwirelessHV·€0o	
00:13:10:43:4F:22, 2012-03-03 15:42:35, -69, 1, 1793, 7, OpenWrtessHV·€0o	
00:15:C7:AB:04:21, 2012-03-03 15:42:35, -66, 1, 70, 10, GTwirelessHV·€0o	
00:15:C7:AA:D5:37, 2012-03-03 15:42:35, -50, 1, 4091, 9, GTvisitorsHV·€0o	
00:15:C7:AB:04:24, 2012-03-03 15:42:35, -67, 1, 71, 5, GTwpaitorsHV·€0o	
00:15:C7:AA:D1:A7, 2012-03-03 15:42:35, -83, 1, 3470, 9, GTvisitorsHV·€0o	
00:15:C7:AB:38:B4, 2012-03-03 15:42:35, -76, 1, 1668, 5, GTwpaitorsHV·€0o	
00:15:C7:AB:04:27, 2012-03-03 15:42:35, -67, 1, 72, 9, GTvisitorsHV·€0o	
00:15:C7:AA:D5:31, 2012-03-03 15:42:35, -50, 1, 4092, 10, GTwirelessHV·€0o	
00:15:C7:AB:38:B7, 2012-03-03 15:42:35, -77, 1, 1669, 9, GTvisitorsHV·€0o	
08:1F:F3:B3:EB:47, 2012-03-03 15:42:35, -80, 1, 74, 0, GTvisitorsHV·€0o	
00:16:9C:48:F1:07, 2012-03-03 15:42:35, -85, 1, 2186, 9, GTvisitorsHV·€0o	
00:15:C7:AA:D1:A1, 2012-03-03 15:42:35, -82, 1, 3471, 10, GTwirelessHV·€0o	
00:13:10:43:4F:22, 2012-03-03 15:42:35, -70, 1, 1794, 7, OpenWrtessHV·€0o	
00:15:C7:AB:04:21, 2012-03-03 15:42:35, -65, 1, 73, 10, GTwirelessHV·€0o	
