BSSID, time, power, channel, sequence, essid_length, ESSID
00:15:C7:AB:38:B1, 2012-02-26 13:32:34, -69, 1, 2972, 10, GTwirelessàP∑ò@·
00:19:A9:43:1C:D4, 2012-02-26 13:32:34, -83, 1, 3611, 5, GTwpaelessàP∑ò@·
00:15:C7:AA:D5:31, 2012-02-26 13:32:34, -63, 1, 1912, 10, GTwirelessàP∑ò@·
00:15:C7:AA:D1:A7, 2012-02-26 13:32:34, -53, 1, 1174, 9, GTvisitorsàP∑ò@·
94:44:52:FB:65:B2, 2012-02-26 13:32:34, -79, 1, 1649, 10, belkin.5b2àP∑ò@·
00:15:C7:AB:38:B7, 2012-02-26 13:32:34, -70, 1, 2974, 9, GTvisitor2àP∑ò@·
00:19:A9:43:1C:D1, 2012-02-26 13:32:34, -81, 1, 3613, 10, GTwirelessàP∑ò@·
00:15:C7:AA:D5:37, 2012-02-26 13:32:34, -61, 1, 1914, 9, GTvisitorsàP∑ò@·
00:13:10:43:4F:22, 2012-02-26 13:32:34, -82, 1, 3553, 7, OpenWrtorsàP∑ò@·
00:15:C7:AA:D1:A1, 2012-02-26 13:32:34, -54, 1, 1175, 10, GTwirelessàP∑ò@·
34:08:04:E1:48:58, 2012-02-26 13:32:34, -80, 2, 297, 7, stratusessàP∑ò@·
00:15:C7:AB:38:B1, 2012-02-26 13:32:34, -70, 1, 2975, 10, GTwirelessàP∑ò@·
00:19:A9:43:1C:D4, 2012-02-26 13:32:34, -83, 1, 3614, 5, GTwpaelessàP∑ò@·
00:15:C7:AA:D5:31, 2012-02-26 13:32:34, -63, 1, 1915, 10, GTwirelessàP∑ò@·
00:15:C7:AA:D1:A4, 2012-02-26 13:32:34, -53, 1, 1176, 5, GTwpaelessàP∑ò@·
00:19:A9:43:1C:D7, 2012-02-26 13:32:34, -83, 1, 3615, 9, GTvisitorsàP∑ò@·
00:15:C7:AB:04:21, 2012-02-26 13:32:34, -82, 1, 2479, 10, GTwirelessàP∑ò@·
00:15:C7:AB:38:B4, 2012-02-26 13:32:34, -70, 1, 2976, 5, GTwpaelessàP∑ò@·
00:15:C7:AA:D5:34, 2012-02-26 13:32:34, -64, 1, 1916, 5, GTwpaelessàP∑ò@·
00:15:C7:AA:D1:A7, 2012-02-26 13:32:34, -53, 1, 1177, 9, GTvisitorsàP∑ò@·
94:44:52:FB:65:B2, 2012-02-26 13:32:34, -80, 1, 1650, 10, belkin.5b2àP∑ò@·
00:1C:58:73:A7:62, 2012-02-26 13:32:34, -86, 1, 1175, 9, GTvisitor2àP∑ò@·
00:15:C7:AB:38:B7, 2012-02-26 13:32:34, -70, 1, 2977, 9, GTvisitor2àP∑ò@·
00:19:A9:43:1C:D1, 2012-02-26 13:32:34, -84, 1, 3622, 10, GTwirelessàP∑ò@·
00:15:C7:AB:04:24, 2012-02-26 13:32:34, -83, 1, 2480, 5, GTwpaelessàP∑ò@·
00:15:C7:AB:04:27, 2012-02-26 13:32:34, -82, 1, 2481, 9, GTvisitor
00:15:C7:AB:38:B1, 2012-02-26 13:32:34, -71, 1, 2978, 10, GTwireless
00:15:C7:AA:D5:31, 2012-02-26 13:32:34, -62, 1, 1918, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-02-26 13:32:34, -53, 1, 1179, 5, GTwpaeless
00:19:A9:43:1C:D7, 2012-02-26 13:32:34, -81, 1, 3624, 9, GTvisitors
00:15:C7:AB:04:21, 2012-02-26 13:32:34, -83, 1, 2482, 10, GTwireless
00:15:C7:AB:38:B4, 2012-02-26 13:32:34, -70, 1, 2979, 5, GTwpaeless
00:15:C7:AA:D5:34, 2012-02-26 13:32:34, -62, 1, 1919, 5, GTwpaeless
00:15:C7:AA:D1:A7, 2012-02-26 13:32:34, -53, 1, 1180, 9, GTvisitors
94:44:52:FB:65:B2, 2012-02-26 13:32:34, -79, 1, 1651, 10, belkin.5b2
00:15:C7:AB:38:B7, 2012-02-26 13:32:34, -69, 1, 2980, 9, GTvisitor2
00:19:A9:43:1C:D1, 2012-02-26 13:32:34, -83, 1, 3625, 10, GTwireless
00:15:C7:AA:D5:37, 2012-02-26 13:32:34, -60, 1, 1920, 9, GTvisitors
00:15:C7:AB:04:24, 2012-02-26 13:32:34, -83, 1, 2483, 5, GTwpaitors
00:13:10:43:4F:22, 2012-02-26 13:32:34, -84, 1, 3555, 7, OpenWrtors
00:15:C7:AA:D1:A1, 2012-02-26 13:32:34, -53, 1, 1182, 10, GTwireless
00:19:A9:43:1C:D4, 2012-02-26 13:32:34, -83, 1, 3626, 5, GTwpa
00:15:C7:AA:D5:31, 2012-02-26 13:32:34, -59, 1, 1921, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-02-26 13:32:34, -52, 1, 1183, 5, GTwpaeless
00:19:A9:43:1C:D7, 2012-02-26 13:32:34, -83, 1, 3627, 9, GTvisitors
00:15:C7:AA:D5:37, 2012-02-26 13:32:34, -60, 1, 1923, 9, GTvisitors
00:15:C7:AA:D1:A1, 2012-02-26 13:32:34, -54, 1, 1185, 10, GTwireless
34:08:04:E1:48:58, 2012-02-26 13:32:34, -81, 2, 300, 7, stratusess
00:15:C7:AB:04:27, 2012-02-26 13:32:34, -83, 1, 2487, 9, GTvisitors
00:15:C7:AB:38:B1, 2012-02-26 13:32:34, -69, 1, 2984, 10, GTwireless
