BSSID, time, power, channel, sequence, essid_length, ESSID
00:15:C7:AA:D5:34, 2012-02-26 13:35:48, -65, 1, 824, 5, GTwpa„`‡¿ï(E·˜@„
00:15:C7:AA:D1:A7, 2012-02-26 13:35:48, -59, 1, 3499, 9, GTvisitorï(E·˜@„
94:44:52:FB:65:B2, 2012-02-26 13:35:48, -78, 1, 3616, 10, belkin.5b2(E·˜@„
00:13:10:43:4F:22, 2012-02-26 13:35:48, -85, 1, 1442, 7, OpenWrt5b2(E·˜@„
00:15:C7:AA:D1:A1, 2012-02-26 13:35:48, -60, 1, 3500, 10, GTwireless(E·˜@„
00:15:C7:AB:38:B1, 2012-02-26 13:35:48, -61, 1, 889, 10, GTwireless(E·˜@„
00:15:C7:AA:D5:31, 2012-02-26 13:35:48, -63, 1, 826, 10, GTwireless(E·˜@„
00:15:C7:AA:D1:A4, 2012-02-26 13:35:48, -59, 1, 3501, 5, GTwpaeless(E·˜@„
00:15:C7:AB:04:21, 2012-02-26 13:35:48, -83, 1, 332, 10, GTwireless(E·˜@„
00:15:C7:AB:38:B4, 2012-02-26 13:35:48, -59, 1, 890, 5, GTwpaeless(E·˜@„
00:1C:58:73:A7:61, 2012-02-26 13:35:48, -83, 1, 3379, 5, GTwpaeless(E·˜@„
00:15:C7:AA:D5:34, 2012-02-26 13:35:48, -64, 1, 827, 5, GTwpaeless(E·˜@„
00:15:C7:AA:D1:A7, 2012-02-26 13:35:48, -59, 1, 3502, 9, GTvisitors(E·˜@„
94:44:52:FB:65:B2, 2012-02-26 13:35:48, -79, 1, 3617, 10, belkin.5b2(E·˜@„
00:15:C7:AB:38:B7, 2012-02-26 13:35:48, -61, 1, 891, 9, GTvisitor2(E·˜@„
00:15:C7:AA:D5:37, 2012-02-26 13:35:48, -65, 1, 828, 9, GTvisitor2(E·˜@„
00:15:C7:AB:04:24, 2012-02-26 13:35:48, -81, 1, 333, 5, GTwpaitor2(E·˜@„
00:15:C7:AB:38:B1, 2012-02-26 13:35:48, -60, 1, 892, 10, GTwireless(E·˜@„
00:19:A9:43:1C:D4, 2012-02-26 13:35:48, -86, 1, 1519, 5, GTwpaeless(E·˜@„
00:15:C7:AA:D5:31, 2012-02-26 13:35:48, -66, 1, 832, 10, GTwireless(E·˜@„
00:15:C7:AA:D1:A4, 2012-02-26 13:35:48, -59, 1, 3507, 5, GTwpa
00:15:C7:AB:04:21, 2012-02-26 13:35:48, -82, 1, 335, 10, GTwireless
00:1C:58:73:A7:61, 2012-02-26 13:35:48, -84, 1, 3382, 5, GTwpaeless
00:15:C7:AB:38:B4, 2012-02-26 13:35:48, -60, 1, 893, 5, GTwpaeless
00:15:C7:AA:D5:34, 2012-02-26 13:35:48, -65, 1, 833, 5, GTwpaeless
00:15:C7:AA:D1:A7, 2012-02-26 13:35:48, -58, 1, 3508, 9, GTvisitors
94:44:52:FB:65:B2, 2012-02-26 13:35:48, -78, 1, 3618, 10, belkin.5b2
00:1C:58:73:A7:62, 2012-02-26 13:35:48, -84, 1, 3383, 9, GTvisitor2
00:15:C7:AB:38:B7, 2012-02-26 13:35:48, -60, 1, 894, 9, GTvisitor2
00:15:C7:AA:D5:37, 2012-02-26 13:35:48, -64, 1, 834, 9, GTvisitor2
00:15:C7:AB:04:24, 2012-02-26 13:35:48, -81, 1, 336, 5, GTwpaitor2
00:1C:58:73:A7:60, 2012-02-26 13:35:48, -85, 1, 3384, 10, GTwireless
