BSSID, time, power, channel, sequence, essid_length, ESSID
00:15:C7:AA:D1:A1, 2012-03-31 17:47:30, -75, 1, 20, 10, GTwirelessJ∑òpY	
00:23:69:56:51:AB, 2012-03-31 17:47:30, -68, 3, 1300, 9, 
00:12:44:B9:1C:D1, 2012-03-31 17:47:30, -61, 1, 1298, 10, GTwirelessJ∑òpY	
08:1F:F3:B3:EB:44, 2012-03-31 17:47:30, -74, 1, 2905, 5, GTwpaelessJ∑òpY	
08:1F:F3:B3:EB:47, 2012-03-31 17:47:30, -74, 1, 2907, 9, GTvisitorsJ∑òpY	
00:13:10:43:4F:22, 2012-03-31 17:47:30, -65, 1, 171, 7, OpenWrtorsJ∑òpY	
00:1C:57:40:BB:87, 2012-03-31 17:47:30, -85, 1, 1486, 9, GTvisitorsJ∑òpY	
00:12:44:B9:1C:D7, 2012-03-31 17:47:30, -62, 1, 1300, 9, GTvisitorsJ∑òpY	
00:15:C7:AA:D5:37, 2012-03-31 17:47:30, -81, 1, 3961, 9, GTvisitorsJ∑òpY	
00:15:C7:AA:D1:A1, 2012-03-31 17:47:30, -74, 1, 24, 10, GTwirelessJ∑òpY	
00:1C:0E:43:EB:11, 2012-03-31 17:47:30, -82, 1, 2832, 10, GTwirelessJ∑òpY	
00:23:69:56:51:AB, 2012-03-31 17:47:30, -68, 3, 1301, 9, 
00:12:44:B9:1C:D1, 2012-03-31 17:47:30, -60, 1, 1301, 10, GTwirelessJ∑òpY	
08:1F:F3:B3:EB:44, 2012-03-31 17:47:30, -71, 1, 2908, 5, GTwpaelessJ∑òpY	
00:15:C7:AA:D5:31, 2012-03-31 17:47:30, -83, 1, 3962, 10, GTwirelessJ∑òpY	
00:15:C7:AA:D1:A4, 2012-03-31 17:47:30, -75, 1, 25, 5, GTwpaelessJ∑òpY	
00:1C:0E:43:EB:14, 2012-03-31 17:47:30, -82, 1, 2833, 5, GTwpaelessJ∑òpY	
00:12:44:B9:1C:D4, 2012-03-31 17:47:30, -59, 1, 1302, 5, GTwpaelessJ∑òpY	
08:1F:F3:B3:EB:41, 2012-03-31 17:47:30, -71, 1, 2909, 10, GTwirelessJ∑òpY	
00:15:C7:AA:D1:A7, 2012-03-31 17:47:30, -75, 1, 26, 9, GTvisitorsJ∑òpY	
00:15:C7:AA:D5:34, 2012-03-31 17:47:30, -85, 1, 3963, 5, GTwpaitorsJ∑òpY	
00:13:10:43:4F:22, 2012-03-31 17:47:30, -65, 1, 172, 7, OpenWrtorsJ∑òpY	
08:1F:F3:B3:EB:47, 2012-03-31 17:47:30, -72, 1, 2910, 9, GTvisitorsJ∑òpY	
00:12:44:B9:1C:D7, 2012-03-31 17:47:30, -58, 1, 1303, 9, GTvisitorsJ∑òpY	
00:15:C7:AA:D5:37, 2012-03-31 17:47:30, -83, 1, 3964, 9, GTvisitorsJ∑òpY	
00:15:C7:AA:D1:A1, 2012-03-31 17:47:30, -74, 1, 27, 10, GTwireless
00:1C:0E:43:EB:11, 2012-03-31 17:47:30, -84, 1, 2835, 10, GTwireless
00:12:44:B9:1C:D1, 2012-03-31 17:47:30, -57, 1, 1304, 10, GTwireless
00:15:C7:AA:D5:31, 2012-03-31 17:47:30, -84, 1, 3965, 10, GTwireless
00:15:C7:AA:D1:A4, 2012-03-31 17:47:30, -73, 1, 31, 5, GTwpaeless
00:12:44:B9:1C:D4, 2012-03-31 17:47:30, -57, 1, 1305, 5, GTwpaeless
08:1F:F3:B3:EB:41, 2012-03-31 17:47:30, -72, 1, 2912, 10, GTwireless
00:15:C7:AA:D1:A7, 2012-03-31 17:47:30, -73, 1, 35, 9, GTvisitors
00:15:C7:AA:D5:34, 2012-03-31 17:47:30, -81, 1, 3966, 5, GTwpaitors
00:13:10:43:4F:22, 2012-03-31 17:47:30, -65, 1, 173, 7, OpenWrtors
08:1F:F3:B3:EB:47, 2012-03-31 17:47:30, -69, 1, 2913, 9, GTvisitors
00:1C:57:40:BB:87, 2012-03-31 17:47:30, -85, 1, 1492, 9, GTvisitors
00:12:44:B9:1C:D7, 2012-03-31 17:47:30, -58, 1, 1306, 9, GTvisitors
